system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr10,nbr2,nbr3,nbr4,nbr5,nbr6,nbr7,nbr8,nbr9,old_f_id,preNBR,.geo
000000000000000003a6,1149577200000,1149577200000,FOR14,430,LTG,1129532400000,MNP,1121929200000,IFR,FOR14_2005_1514,2005,,Within 10 metres,1707,67340402,0,0,1152687600000,0.5616443346255633,0.35649857503724647,0.3380116883143499,0.34286695944666623,0.3962153448575301,0.48969086246785687,0.4703647977269451,0.46909696734992884,0.5129801564622329,1514,0.5405585717363812,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a8,1149577200000,1149577200000,FOR24,213,LTG,1128668400000,MNP,1122879600000,IFR,FOR24_2005_1516,2005,,Within 10 metres,1709,67340405,0,0,1152687600000,0.5607429439868722,0.4397262576989787,0.42875444749601466,0.41785103085190295,0.4387123994185788,0.5481997227099019,0.4888315674951269,0.5047353674346744,0.5143106266709271,1516,0.5466599451086682,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ac,1149577200000,1150873200000,FOR18,84,LTG,1126076400000,MNP,1122793200000,IFR,FOR18_2005_1520,2005,,Within 10 metres,1714,67340406,0,0,1152687600000,0.5411094147663174,0.4911276120089919,0.4898106460546676,0.5096577783384912,0.5080402458201532,0.587390691231066,0.537450142793753,0.5098915646455171,0.5790451091973713,1520,0.5437550717143024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b0,1149577200000,1150873200000,SUD1,46,MIS,1113894000000,MDP,1113289200000,PB,SUD1_2005_1524,2005,,Within 10 metres,1718,67340410,0,0,1152687600000,0.619176070623581,0.641516031336054,0.6307874959293428,0.6248716625488261,0.648966227567347,0.6490852771380062,0.6199985964951642,0.6348444002237732,0.6514358690657427,1524,0.6686727189221787,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a2,1149577200000,1149577200000,THU31,1428,RWY,1125730800000,FUL,1122102000000,IFR,THU31_2005_1510,2005,,Within 10 metres,1703,67340385,0,0,1152687600000,0.47808906981484156,0.2930803624495701,0.3829972249549799,0.3993494707192459,0.43684545154392684,0.42393867127455376,0.5170550449643599,0.4134215761313327,0.4914452261587881,1510,0.4516480782677266,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a3,1149577200000,1149577200000,HEA63,48,LTG,1125558000000,FUL,1123657200000,IFR,HEA63_2005_1511,2005,,Within 10 metres,1704,67340394,0,0,1152687600000,0.5801686778347368,0.4845560389928718,0.5175818954636341,0.4615233967825698,0.5403625323987032,0.5719298671650854,0.5944482008625102,0.5888313982422968,0.6101740527292575,1511,0.6429715472476846,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a4,1149577200000,1149577200000,TIM19,3200,LTG,1128582000000,FUL,1121238000000,IFR,TIM19_2005_1512,2005,,Within 10 metres,1705,67340398,0,0,1152687600000,0.5581058470212135,0.33991911280845993,0.410360138207688,0.3882528328797475,0.43948433845934637,0.4424801305497345,0.44989668045933645,0.4503256511022671,0.5360020748360679,1512,0.4423990866151932,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a5,1149577200000,1149577200000,CHA18,60,LTG,1123484400000,FUL,1121583600000,IFR,CHA18_2005_1513,2005,,Within 10 metres,1706,67340401,0,0,1152687600000,0.5079337895572638,0.43201895368489596,0.43765855250714525,0.39899153767540496,0.42116643932429426,0.44035024341432033,0.3640943567359638,0.3744419289708582,0.4511658469940171,1513,0.5746903103202645,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a7,1149577200000,1149577200000,TIM7,449,RES,1120028400000,FUL,1117090800000,IFR,TIM7_2005_1515,2005,,Within 10 metres,1708,67340403,0,0,1152687600000,0.6243540552141708,0.6163198522498247,0.5582179008565068,0.5753394736886822,0.649399522067175,0.6411162885382904,0.6169982000214358,0.5973769249920223,0.6334338181230177,1515,0.6734056235188254,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a9,1149577200000,1149577200000,TIM5,440,RWY,1123311600000,FUL,1117090800000,IFR,TIM5_2005_1517,2005,,Within 10 metres,1710,67340408,0,0,1152687600000,0.5694300530572101,0.4929816729464829,0.4846675419616542,0.49503700512851695,0.5666419229628753,0.5895707122689212,0.5543615436417019,0.5504465169110632,0.5559893570497546,1517,0.577632077095851,"{""type"":""MultiPoint"",""coordinates"":[]}"
