system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,old_f_id,.geo
000000000000000003f4,1175497200000,1175497200000,NIP296,1563,LTG,1161932400000,FUL,1157698800000,IFR,NIP296_2006_1609,2006,,Within 10 metres,1835,67527698,0,0,1176188400000,0.3326391503229611,1609,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f5,1175497200000,1175497200000,THU189,445,LTG,1161932400000,FUL,1157698800000,IFR,THU189_2006_1610,2006,,Within 10 metres,1836,67527709,0,0,1176188400000,0.5281878852419338,1610,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040c,1175497200000,1175497200000,THU185,1053,LTG,1160982000000,FUL,1157612400000,IFR,THU185_2006_1633,2006,,Within 10 metres,1859,67527663,0,0,1176188400000,0.4299056223092571,1633,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000411,1175497200000,1175497200000,THU144,2386,LTG,1162540800000,FUL,1157612400000,IFR,THU144_2006_1638,2006,,Within 10 metres,1864,67527668,0,0,1176188400000,0.3465935553673569,1638,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000412,1175497200000,1175497200000,THU249,49,LTG,1160636400000,FUL,1157785200000,IFR,THU249_2006_1639,2006,,Within 10 metres,1865,67527669,0,0,1176188400000,0.41360309776571497,1639,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000413,1175497200000,1175497200000,THU163,2586,LTG,1162540800000,FUL,1157612400000,IFR,THU163_2006_1640,2006,,Within 10 metres,1866,67527670,0,0,1176188400000,0.4550447735363383,1640,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000415,1175497200000,1175497200000,THU143,2365,LTG,1162454400000,FUL,1157698800000,IFR,THU143_2006_1642,2006,,Within 10 metres,1868,67527672,0,0,1176188400000,0.4171958388683526,1642,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000416,1175497200000,1175497200000,NIP344,753,LTG,1164009600000,FUL,1157785200000,IFR,NIP344_2006_1643,2006,,Within 10 metres,1869,67527673,0,0,1176188400000,0.33976905732689233,1643,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000417,1175497200000,1175497200000,NIP226,95,LTG,1161327600000,FUL,1157612400000,IFR,NIP226_2006_1644,2006,,Within 10 metres,1870,67527674,0,0,1176188400000,0.24857329531482647,1644,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041b,1175497200000,1175497200000,NIP414,1494,LTG,1164009600000,FUL,1157612400000,IFR,NIP414_2006_1648,2006,,Within 10 metres,1874,67527679,0,0,1176188400000,0.2810921066400426,1648,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041c,1175497200000,1175497200000,COC8,130,RWY,1149404400000,FUL,1147158000000,IFR,COC8_2006_1649,2006,,Within 10 metres,1875,67527680,0,0,1176188400000,0.5797686680826726,1649,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041d,1175497200000,1175497200000,THU151,43,LTG,1160636400000,FUL,1157612400000,IFR,THU151_2006_1650,2006,,Within 10 metres,1876,67527681,0,0,1176188400000,0.5251639578971863,1650,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041e,1175497200000,1175497200000,NIP108,42,LTG,1154674800000,FUL,1153206000000,IFR,NIP108_2006_1651,2006,,Within 10 metres,1877,67527682,0,0,1176188400000,0.4399039245822334,1651,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041f,1175497200000,1175497200000,THU176,68,LTG,1161327600000,FUL,1157612400000,IFR,THU176_2006_1652,2006,,Within 10 metres,1878,67527683,0,0,1176188400000,0.4604316753388094,1652,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000420,1175497200000,1175497200000,THU167,201,LTG,1161241200000,FUL,1157698800000,IFR,THU167_2006_1653,2006,,Within 10 metres,1879,67527684,0,0,1176188400000,0.5271732855797094,1653,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000421,1175497200000,1175497200000,COC9,97,RWY,1149318000000,FUL,1147158000000,IFR,COC9_2006_1654,2006,,Within 10 metres,1880,67527685,0,0,1176188400000,0.5388394336739059,1654,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000424,1175497200000,1175497200000,NIP411,811,LTG,1162368000000,FUL,1157612400000,IFR,NIP411_2006_1657,2006,,Within 10 metres,1883,67527688,0,0,1176188400000,0.3391445681359988,1657,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042b,1175497200000,1175497200000,NIP338,2714,LTG,1161327600000,FUL,1157698800000,IFR,NIP338_2006_1664,2006,,Within 10 metres,1892,67527678,0,0,1176188400000,0.329019591999284,1664,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043c,1175497200000,1175497200000,SLK48,49,IDF,1158303600000,FUL,1156921200000,IFR,SLK48_2006_1681,2006,,Within 10 metres,1910,67527635,0,0,1176188400000,0.46070197782727274,1681,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043e,1175497200000,1175497200000,RED44,4995,LTG,1158908400000,FUL,1152514800000,IFR,RED44_2006_1683,2006,,Within 10 metres,1912,67527653,0,0,1176188400000,0.22180848271526646,1683,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043f,1175497200000,1175497200000,NIP81,56,LTG,1154588400000,FUL,1152946800000,IFR,NIP81_2006_1684,2006,,Within 10 metres,1913,67527654,0,0,1176188400000,0.31256771423316565,1684,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000440,1175497200000,1175497200000,RED34,91,LTG,1153119600000,FUL,1152082800000,IFR,RED34_2006_1685,2006,,Within 10 metres,1914,67527655,0,0,1176188400000,0.3235481070806709,1685,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000441,1175497200000,1175497200000,COC34,60,LTG,1155711600000,FUL,1154588400000,IFR,COC34_2006_1686,2006,,Within 10 metres,1915,67527656,0,0,1176188400000,0.354265383404195,1686,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000443,1175497200000,1175497200000,THU133,388,LTG,1160982000000,FUL,1157612400000,IFR,THU133_2006_1688,2006,,Within 10 metres,1917,67527658,0,0,1176188400000,0.4082855890553965,1688,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000444,1175497200000,1175497200000,THU192,300,LTG,1160722800000,FUL,1157785200000,IFR,THU192_2006_1689,2006,,Within 10 metres,1918,67527659,0,0,1176188400000,0.465063249883888,1689,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000446,1175497200000,1175497200000,THU139,15075,LTG,1162454400000,FUL,1157612400000,IFR,THU139_2006_1691,2006,,Within 10 metres,1920,67527661,0,0,1176188400000,0.2984933165672613,1691,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000447,1175497200000,1175497200000,DRY79,2326,UNK,1157871600000,FUL,1152774000000,IFR,DRY79_2006_1692,2006,,Within 10 metres,1921,67527662,0,0,1176188400000,0.30422377630528546,1692,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003af,1149577200000,1150873200000,NIP80,4400,LTG,1128668400000,MOD,1123225200000,IFR,NIP80_2005_1523,2005,,Within 10 metres,1717,67340388,0,0,1152687600000,0.20095340382373306,1523,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b3,1149577200000,1150873200000,THU65,1574,LTG,1126940400000,MOD,1123052400000,IFR,THU65_2005_1527,2005,,Within 10 metres,1721,67340374,0,0,1152687600000,0.21790680547041824,1527,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b9,1149577200000,1149577200000,SLK40,100,LTG,1124002800000,MOD,1123311600000,IFR,SLK40_2005_1534,2005,,Within 10 metres,1733,67340369,0,0,1152687600000,0.339998013670684,1534,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ea,1175497200000,1175497200000,SLK45,93,LTG,1155711600000,MOD,1152342000000,IFR,SLK45_2006_1599,2006,,Within 10 metres,1825,67527624,0,0,1176188400000,0.490461085487863,1599,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000125,1049184000000,1059634800000,NIP29,200,LTG,868604400000,MON,866012400000,IFR,NIP29_1997_412,1997,Origin:NR,AP Approximate (to 500m),486,46001795,0,0,1114671600000,0.41420876882384217,412,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,1049184000000,1059634800000,NIP240,175,LTG,902732400000,MON,900572400000,IFR,NIP240_1998_123,1998,Origin:NR,AP Approximate (to 500m),158,46001848,0,0,1114671600000,0.461179368727964,123,"{""type"":""MultiPoint"",""coordinates"":[]}"
