system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,old_f_id,.geo
00000000000000000132,1049184000000,1059634800000,KEN14,22700,MIS,582447600000,NR,578386800000,IFR,KEN14_1988_448,1988,Origin:NR,AP Approximate (to 500m),526,46001166,0,0,1114671600000,0.4701866625361783,448,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013e,1049184000000,1059634800000,RED213,322,LTG,584866800000,NR,582793200000,IFR,RED213_1988_465,1988,Origin:NR,AP Approximate (to 500m),545,46001180,0,0,1114671600000,0.2860046737130628,465,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000163,1049184000000,1059634800000,RED280,587,LTG,584953200000,NR,582879600000,IFR,RED280_1988_517,1988,Origin:NR,AP Approximate (to 500m),608,46001192,0,0,1114671600000,0.2981993850751977,517,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000175,1049184000000,1059634800000,RED238,5271,LTG,585039600000,NR,582793200000,IFR,RED238_1988_550,1988,Origin:NR,AP Approximate (to 500m),644,46001189,0,0,1114671600000,0.26122822524216577,550,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000189,1049184000000,1059634800000,RED233,247,LTG,585039600000,NR,582793200000,IFR,RED233_1988_594,1988,Origin:NR,AP Approximate (to 500m),692,46001187,0,0,1114671600000,0.32545152503874436,594,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e9,1049184000000,1059634800000,THU109,473,LTG,584262000000,NR,582706800000,IFR,THU109_1988_747,1988,Origin:NR,AP Approximate (to 500m),861,46001235,0,0,1114671600000,0.3261268133572398,747,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ed,1049184000000,1059634800000,RED309,300,LTG,586854000000,NR,584175600000,IFR,RED309_1988_753,1988,Origin:NR,AP Approximate (to 500m),868,46001195,0,0,1114671600000,0.36836507064927343,753,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f4,1049184000000,1059634800000,SUD63,1415,LTG,587113200000,NR,582706800000,IFR,SUD63_1988_763,1988,Origin:NR,AP Approximate (to 500m),880,46001231,0,0,1114671600000,0.5055348374791319,763,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fd,1049184000000,1059634800000,SIO18,25339,LTG,583311600000,NR,580633200000,IFR,SIO18_1988_780,1988,Origin:NR,AP Approximate (to 500m),898,46001223,0,0,1114671600000,0.36701362698907575,780,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000202,1049184000000,1059634800000,RED77,1128,LTG,585298800000,NR,581238000000,IFR,RED77_1988_789,1988,Origin:NR,AP Approximate (to 500m),907,46001212,0,0,1114671600000,0.46019910097296657,789,"{""type"":""MultiPoint"",""coordinates"":[]}"
