system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,nbr10,nbr2,nbr3,nbr4,nbr5,nbr6,nbr7,nbr8,nbr9,old_f_id,preNBR,.geo
0000000000000000006e,1049184000000,1059634800000,SLK120,525,LTG,776329200000,MON,772873200000,IFR,SLK120_1994_122,1994,Origin:NR,AP Approximate (to 500m),157,46001539,0,0,1114671600000,0.326386536329804,0.40888702735025784,0.24169333843098328,0.28179108515525464,0.3552923160730895,0.3315680233092325,0.25688886065166067,0.4267208534583243,0.3076754823581392,0.39750523365271817,122,0.5480043306203204,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,1049184000000,1059634800000,SLK58,350,LTG,774255600000,MON,771490800000,IFR,SLK58_1994_132,1994,Origin:NR,AP Approximate (to 500m),170,46001545,0,0,1114671600000,0.3001637028266321,0.387862815132376,0.23725040215436158,0.39901358115957797,0.4009933516203325,0.39370519158960443,0.4297416159757177,0.41771916851475066,0.4025620006620805,0.4190855724686314,132,0.57185469715442,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,1049184000000,1059634800000,SLK108,650,LTG,774428400000,MON,772614000000,IFR,SLK108_1994_333,1994,Origin:NR,AP Approximate (to 500m),402,46001538,0,0,1114671600000,0.3454644492536914,0.4703701110450931,0.33585058737404494,0.3976434323811158,0.48009855983517835,0.47809637344618827,0.4973572033464834,0.48661192366296296,0.4777061000718253,0.5087857492123004,333,0.5790041505981709,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,1049184000000,1059634800000,NIP61,2000,LTG,773910000000,MON,771577200000,IFR,NIP61_1994_342,1994,Origin:NR,AP Approximate (to 500m),412,46001531,0,0,1114671600000,0.46967305200116943,0.46632220971441163,0.4734501408004242,0.47604470593945075,0.44906335974264927,0.5184096610876465,0.5038440613434728,0.5047331577121892,0.4969374224629698,0.485539347780647,342,0.6149615943470867,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014d,1049184000000,1059634800000,SLK68,575,LTG,774428400000,MON,771836400000,IFR,SLK68_1994_490,1994,Origin:NR,AP Approximate (to 500m),575,46001546,0,0,1114671600000,0.46272481002192084,0.5228530953752571,0.43859747225239815,0.4488426084093952,0.491068016680378,0.49122677429310835,0.47166206826325274,0.529683812467614,0.4885084699559633,0.4923828223734498,490,0.48046853913761095,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016b,1049184000000,1059634800000,SLK49,1665,LTG,774428400000,MON,771318000000,IFR,SLK49_1994_538,1994,Origin:NR,AP Approximate (to 500m),631,46001544,0,0,1114671600000,0.31849345940877477,0.4455487659586047,0.3163675121720246,0.3669244209326729,0.4069463435167718,0.42275941592050875,0.3364857427641513,0.4556902883686257,0.4105521702497996,0.42412231409447393,538,0.5241325853763824,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191,1049184000000,1059634800000,RED7,4160,LTG,773823600000,MON,770886000000,IFR,RED7_1994_604,1994,Origin:NR,AP Approximate (to 500m),703,46001535,0,0,1114671600000,0.341102968965205,0.41930033489239016,0.33784330288363207,0.4825990186216655,0.46184878609576646,0.4626437874895935,0.44259621950403305,0.48829942644187946,0.4519297101079465,0.44507568013656756,604,0.47992045793283394,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b,1049184000000,1059634800000,SLK103,1350,LTG,774255600000,MON,772614000000,IFR,SLK103_1994_623,1994,Origin:NR,AP Approximate (to 500m),722,46001536,0,0,1114671600000,0.29415764872149136,0.4425334602342899,0.3168970316056763,0.3922195752738612,0.4366426823661,0.4177270551709039,0.45584442935520847,0.4510987017152652,0.44856773314398446,0.45482038369772154,623,0.5245068032520693,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000237,1049184000000,1059634800000,SLK107,686,LTG,774428400000,MON,772614000000,IFR,SLK107_1994_882,1994,Origin:NR,AP Approximate (to 500m),1011,46001537,0,0,1114671600000,0.4347236947057573,0.5106963294438384,0.4154972562252843,0.4739820879954195,0.5507149386383932,0.5294778206599218,0.5555356458756076,0.534409339837067,0.5228785582805048,0.5424955936360105,882,0.5654252630127407,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b6,1049184000000,1059634800000,NIP59,250,LTG,773910000000,MON,771577200000,IFR,NIP59_1994_1114,1994,Origin:NR,AP Approximate (to 500m),1265,46001530,0,0,1114671600000,0.430249632781711,0.5174424539043601,0.41134378333309773,0.49382229195499444,0.5049895551369142,0.5147997001086713,0.4970181057845312,0.5031538361280089,0.5283268845438367,0.4797857069834888,1114,0.5644092137854644,"{""type"":""MultiPoint"",""coordinates"":[]}"
