id,fire_name,preNBR,nbr1,nbr2,nbr3,nbr4,nbr5,nbr6,nbr7,nbr8,nbr9,nbr10,prov
19,NIP44_2000_29,0.17864012664454593,0.20687809719191652,0.20900228735346257,0.13747021971859297,0.1691667716710687,0.16389783065028388,0.20806689748398463,0.21913608807179788,0.21880706660879057,0.2637363011104592,0.2552631972706366,ON
20,RED62_2002_93,0.1865991295948374,0.1784753752265878,0.16859990833154676,0.1615233316101604,0.15505605804458406,0.1931098047466824,0.177447446125852,0.1858625999359555,0.24964692974619743,0.16456715646397324,0.2368353976117784,ON
21,COC16_1997_1038,0.1763665806650561,0.16701142180968143,0.17763846332176914,0.2133219277040889,0.18070176468401905,0.19780490300160905,0.18348271812660025,0.18372411058880092,0.2156550035607837,0.24989331799561876,0.24947074396535185,ON
22,NIP20_2005_1521,0.17648493650228186,0.1141474237327907,0.16765838448303846,0.17576991478808904,0.1961019708958683,0.1984330540394926,0.1709254307174423,0.2328828018133135,0.2125658148188124,0.23471477446569733,0.2567204283001325,ON
23,THU142_2006_1634,0.2197705153452979,0.1320480268782804,0.21366945337716023,0.17947406493299548,0.2086542034650556,0.1916661623389385,0.20254684861814623,0.1838220670900137,0.2224315815776305,0.2487921965315608,0.23554301997682392,ON
24,THU144_2006_1638,0.21225487382876596,0.1419682475564679,0.22357459600026405,0.1898642837102295,0.22313237378775327,0.205298035799781,0.2142017237750337,0.18381798407650596,0.2269818786353252,0.2434260547481805,0.23801466695594908,ON
25,PEM4_1999_1091,0.2583581505165125,0.27538256717474047,0.23784957894355577,0.21671841181895352,0.24893934466982365,0.25072289271061704,0.26433627155181355,0.2540584009977795,0.26009978547093093,0.2550981947543369,0.25423443650829514,ON
26,PEM8_1999_1450,0.2547895567368902,0.23812953939626383,0.2287149855864238,0.2376077295858993,0.2546244443158525,0.2337423066445481,0.255171306183163,0.2498097541619067,0.2565393633119472,0.2381446198702666,0.24852483720871424,ON
27,THU37_2007_1662,0.2052482411810083,0.1976099802942244,0.2124115478940541,0.20736183397639707,0.21315500780543417,0.20018705737466683,0.20868676737335456,0.25206897337610096,0.23322726258808088,0.228521323025558,0.22346940922175543,ON
28,COC23_1995_1273,0.20872991838399732,0.16133224507269117,0.19487307005900348,0.2122976049944518,0.2033389750799886,0.1971860816617552,0.2284413798508375,0.18769416921047533,0.1744982957843486,0.19320806559803108,0.20339600012380407,ON
29,RED25_2010_1756,0.2330005071730957,0.2464667914458836,0.24789342044526183,0.23304231932723865,0.26816671766356226,0.2642737770387225,0.2468348938527502,0.3337428863269398,0.30372162308165407,0.2617078104162243,0.2188057636658991,ON
30,COC38_1995_629,0.197258065713922,0.15542795878264576,0.2040437970384551,0.2526285394773047,0.2403434247050593,0.21285610884530803,0.22172538393939556,0.21181679676965756,0.21021070219683963,0.2256224765365442,0.24244433976017457,ON
31,SLK11_2007_1658,0.1845493020922023,0.1517326920881112,0.15851202582738416,0.1787175775060024,0.18880921563019196,0.1919299876347857,0.16184630316410714,0.21337160528920587,0.2423377551908271,0.2637046439084944,0.25075717481791204,ON
32,SAU4_1998_335,0.250431937482351,0.326997826132933,0.24956090448914897,0.2920415555150308,0.2608490127980557,0.225466214758356,0.29232855285525017,0.2125108049562216,0.23399338675124573,0.2225713484000673,0.2622114589909459,ON
33,SLK1_2012_1847,0.17406268546157833,0.17366664835461562,0.2501879671295014,0.19877773456446024,0.1776590614007661,0.2023533022709864,0.20285122558820068,0.17694165097765358,0.15243360909249787,0.2023295105223647,0.20549783675410405,ON
34,RED7_1986_119,0.1605372559301231,0.14406431726263932,0.15876508324640523,0.13967343807469437,0.19081961995600888,0.2044958240905509,0.2203518123661614,0.15780018683179012,0.17370600198335595,0.23886299394139787,0.2056294033398812,ON
35,TER7_1986_83,0.226703426243772,0.11471024421914812,0.19540015380762132,0.17866254272157098,0.1157230324694237,0.1446986010898717,0.15706679431115966,0.2712219136444825,0.17477795200058469,0.1473312915862378,0.1883223112547791,ON
36,FOR13_1987_316,0.28195257884358893,0.23859954709915585,0.29804495314257273,0.27785205442853944,0.26516800708311417,0.25396013881615304,0.26603349390983994,0.2943948474081561,0.27350154777928953,0.2510468347743515,0.23443264914379475,ON
37,IGN9_1987_492,0.1320113753289249,0.13143080791867978,0.16112785697644258,0.14311884553591597,0.11741599983531534,0.1599157492078614,0.15802128756216233,0.15631121701317313,0.15037707152590565,0.16496225382415386,0.22457807703876548,ON
38,RED208_1988_862,0.19344640072855032,0.14630688280131346,0.2118632565587961,0.19526342964856835,0.18718265688276417,0.1842419845907168,0.14833168508554648,0.22682796003812064,0.2041564159109076,0.15852549797057586,0.2220709685916228,ON
39,THU130_1991_1263,0.1827558887340267,0.08412538265002203,0.14774971525639924,0.18144102005184828,0.16602664143622772,0.14493833838142914,0.1798312205804531,0.21263818539352872,0.18443318656090185,0.22088560884338285,0.17750548051262066,ON
40,NIP9_1992_1122,0.2076023818875592,0.19254458457094203,0.21619341294556832,0.20102619264012425,0.19530019446255376,0.19401384856897497,0.19708551761058224,0.21351673402628332,0.23032332532584096,0.23859933753113124,0.228400084469064,ON
41,COC23_1995_1273,0.20678045163414177,0.14678223069347004,0.17273333286073,0.2133507043652104,0.2047890700496084,0.18735906681042447,0.22894453381265,0.20218075758418588,0.1856584575287536,0.20709865311636527,0.2402476553039435,ON
42,COC38_1995_629,0.1825181225995428,0.11355667794273563,0.18962185865674208,0.22854772871892096,0.2214949401450192,0.19430556033890625,0.22176017205154228,0.202064552370518,0.19906448385113265,0.22591446714744984,0.24333651803110223,ON
43,NIP136_1995_1299,0.19436725167100136,0.15298506905174744,0.14669902514712915,0.17396044605778435,0.1934514515138853,0.19613550147404943,0.20545505613287213,0.20042977512713792,0.1956666784330231,0.1837478161809428,0.2337892973620088,ON
44,DRY27_1996_1121,0.12773775247596153,0.05332873948874605,0.14366963243331266,0.1364560017709758,0.14358981729064182,0.12023608051896886,0.1350834811627548,0.10369081567905893,0.1605644439276316,0.19521371519526207,0.238227340267116,ON
45,NIP51_1996_620,0.2135883504553532,0.12034456927141644,0.14063808277580053,0.1732117291275333,0.1766690521823225,0.21517072071045407,0.1890006005010762,0.1722130267713747,0.19091811025473965,0.17233058253333558,0.21958555723444584,ON
46,SLK60_1996_884,0.17427384939684695,0.13322437591180508,0.1837558799380746,0.2085161983267342,0.16454070185719533,0.1709900411134801,0.19162508678414103,0.15259692489619495,0.16639115679772162,0.19053313121179288,0.23440919513738617,ON
47,THU36_1996_1313,0.17819951238684076,0.12549081789581884,0.1984261536387109,0.1719058943270348,0.2134757538350581,0.21961007150511924,0.17283992369024959,0.1568187499380593,0.17571276504671487,0.18457083591100348,0.2314479834943547,ON
48,THU74_1996_1129,0.182503334538874,0.1332162368598798,0.18145694885239172,0.17064576233016004,0.2057428483684475,0.2014219243920212,0.20387232670693503,0.16068787881718163,0.18910925418104788,0.20089233838227205,0.2332662255013336,ON
49,COC16_1997_1038,0.1662742557131404,0.17554682504249636,0.19630788335026217,0.2143155137864897,0.18222851610805532,0.19700244776261905,0.19498411827013468,0.1811609099799011,0.21296752478082148,0.24582036820887665,0.24321057927810352,ON
50,NIP230_1998_821,0.18447391816786968,0.16764908940323037,0.17389366752507163,0.16476671746240035,0.13856297064624204,0.1415665507878774,0.1561514447445706,0.19155859473115827,0.18218410401985963,0.16834049792695216,0.22121204822079008,ON
51,NIP56_1998_832,0.18829646273858097,0.15197110140597112,0.16835891981752388,0.1961447480750468,0.22698881724947784,0.16497052024197903,0.1871142256470334,0.19599528027788263,0.20293190003908987,0.17769239937641304,0.205103573096848,ON
52,SAU4_1998_335,0.3034634318503769,0.3036240042554762,0.25007565052602043,0.30466560789045843,0.2652078982819233,0.23271158374429507,0.3202527629970742,0.25384293441115496,0.26438078140128024,0.2498046943078864,0.2587409497254698,ON
53,THU71_1998_684,0.16341225808623935,0.16313111827998766,0.2337230135939272,0.18376973495279392,0.15403507822057044,0.1690598652905601,0.1929995560638625,0.2552311456044389,0.2288772980552475,0.23147090627089523,0.25140138081813806,ON
54,PEM4_1999_1091,0.2607112831275281,0.2664391017141308,0.23568210770111803,0.2182650295478516,0.2515646288122904,0.24655269049828185,0.26081866338229487,0.26706557234966005,0.25354471843246257,0.25089485133211786,0.2557055183270024,ON
55,PEM8_1999_1450,0.24761942290494435,0.22800704727586352,0.2267933271873152,0.22437990419189421,0.23909984845796173,0.2383830466185624,0.2493635651185699,0.2961439651705648,0.24923484159348652,0.2468173448295365,0.25460328712652974,ON
56,RED58_1999_677,0.21023562490195383,0.10359874801615468,0.16046177232287276,0.15469732791379798,0.16036706874515347,0.1702184337312464,0.1802959963222064,0.15794769624577246,0.19552114663659165,0.17469484278122888,0.19957521187801577,ON
57,NIP44_2000_29,0.18758961228093868,0.216120170638936,0.20748693441773167,0.17330766845231318,0.1939721127734974,0.18785073552530213,0.20727910232781627,0.22561624795106816,0.22984895316632145,0.24104025092386852,0.24619854148602044,ON
58,RED62_2002_93,0.18330557629888497,0.17542347482373344,0.1651372388540044,0.1569051996191462,0.14955264617518094,0.1856639422337208,0.17596213132935634,0.18649422013138384,0.24893697247788063,0.15996383236961484,0.23396741059110487,ON
59,NIP20_2005_1521,0.17820086959183568,0.15707467844344705,0.18970884890900916,0.1954509593605296,0.20641394332373217,0.21662562984183864,0.18269465733092816,0.23412815109744825,0.22437737185461937,0.23210897136938283,0.251665202668887,ON
60,THU142_2006_1634,0.22310000055799303,0.129931396803109,0.2146695638831056,0.17327007168962413,0.19437613517095104,0.1917340460301044,0.2010414399276224,0.1867680561336603,0.22633371453325304,0.2457021072112814,0.237684762519316,ON
61,THU144_2006_1638,0.22709791790165,0.14895128248969414,0.2315524990201044,0.1905664297244828,0.22195951830338048,0.2058373859068692,0.2301372529988207,0.19033869892555785,0.2386560936678445,0.2399282365383156,0.2389570435462404,ON
62,SLK11_2007_1658,0.18430977065285703,0.17567340851828822,0.16534912896556486,0.18240984576852529,0.19732845558143763,0.1902582023397358,0.17174522581265814,0.20734658162044065,0.23485254049099816,0.25521270548518854,0.24202933535868457,ON
63,THU37_2007_1662,0.22116535410011445,0.20518834433836483,0.2212739318754545,0.2162933206996807,0.22052267229719016,0.21117401209980857,0.21561575704530173,0.27297606463453494,0.24706461342158892,0.24648783157793688,0.2267694108698416,ON
64,RED25_2010_1756,0.24503940685262263,0.2563077598683993,0.26732019879972624,0.24531283428463888,0.288158597576789,0.2609956692724615,0.23133292050435592,0.33492809681546654,0.3040250083159728,0.26234662197170977,0.2206476374494637,ON
65,CHA8_2012_1924,0.262252089549998,0.2723404711969485,0.24858928798750832,0.242369991395803,0.287989682060948,0.2504283616451908,0.26615243382783454,0.21549712983792657,0.2073783190832008,0.1957249177201933,0.2240531944255111,ON
66,SLK1_2012_1847,0.20571749265693287,0.17936411907953878,0.24202902722293987,0.21617501585249177,0.1926529454741519,0.23194330433623336,0.2094198553805729,0.2303237137655285,0.17321557345918415,0.21931829941992875,0.2197622132192487,ON
67,QC_319_1986,0.19795595131545565,0.08417954639062146,0.1884443702442573,0.1051782211622851,0.0958885342438865,0.10904620972202832,0.10884464704378032,0.12544210125251334,0.1276395003806806,0.157459760384559,0.23960635854088705,QC
68,QC_33_1986,0.2284709301975311,0.19167587021286484,0.15006277768747106,0.197053897453,0.19219645308626543,0.19321823338678065,0.17295593464167563,0.1893309762476531,0.1854475470639173,0.1739701905648574,0.248558770550788,QC
69,QC_50_1986,0.2002923370896366,0.13151632425970466,0.10524747839336045,0.21025488499204936,0.1623493462427303,0.216197515239908,0.16078637680580785,0.10404199916554424,0.17431223272516258,0.15709910630789403,0.23177302215724063,QC
70,QC_59_1986,0.2226077334233356,0.09848961896483224,0.11558407485155012,0.13457437930612173,0.14598055938429091,0.16299236435352552,0.15344523558836198,0.1632329096791433,0.12532448175838493,0.13441583656270728,0.24531417555563617,QC
71,QC_63_1987,0.176167718467401,0.0928402372202006,0.12218913688478196,0.21695942461578213,0.16414325690804266,0.16974201068975286,0.15230196888234251,0.14922070755177347,0.13552859719599689,0.1940145704286421,0.2574269683388292,QC
72,QC_103_1988,0.17768916230035767,0.18435623498858925,0.1209120165238901,0.09844272284957108,0.11706716179722744,0.13047925161745524,0.1775512930918572,0.07625181805622547,0.16092161033886632,0.11633865846674098,0.248107721298996,QC
73,QC_107_1988,0.197231566580658,0.1858108658879664,0.13957592454601978,0.11295417530913548,0.1439556232618686,0.1476724465135654,0.19487122636500745,0.11077979979722752,0.19179831974874748,0.13813412935918312,0.26460777896992127,QC
74,QC_122_1988,0.2115097411457398,0.15628554675045084,0.1926732208810404,0.2240429575515772,0.1520159192526127,0.17144198472989117,0.18609572595502696,0.18760080926984804,0.1968276828547849,0.2007847735299585,0.259900683560568,QC
75,QC_101_1990,0.1765022254395911,0.142560069817908,0.18014902407585884,0.13731767838881842,0.17200740049629645,0.188973082260466,0.2098669983717157,0.2698428437879532,0.19004764092819595,0.17980349987292404,0.22489168925600023,QC
76,QC_65_1990,0.18313235630240712,0.1366327797369898,0.1031705548831492,0.10418014837127018,0.14135030391394335,0.10241674567750522,0.13897715606121838,0.16736383701668736,0.2401990290789708,0.19669738997539288,0.2745009755869308,QC
77,QC_444_1991,0.20595268796722685,0.18045983151626083,0.2209197306814324,0.15236430637931084,0.1636985607637398,0.1634584937007452,0.199997940362663,0.1912525846480221,0.19227590871237984,0.1846829083567775,0.2317698881876894,QC
78,QC_64_1991,0.1704799936555314,0.11437582270801624,0.04130338774169192,0.12778885885297006,0.09871661893841656,0.10216516674274584,0.1280972170568889,0.180298337527417,0.2127494671529548,0.16703648122775758,0.2726686918138051,QC
79,QC_81_1991,0.18733830647200075,0.15032033964168606,0.12796762465007738,0.13390703630946738,0.12899711343462303,0.18495870365074232,0.16036806098395387,0.1995095253786353,0.2075568242439419,0.19247937442597315,0.2572296365686782,QC
80,QC_96_1991,0.2021481318582477,0.05860039574156228,0.07948753214142452,0.1333883371140789,0.08618392659344405,0.12351067742368949,0.15385029067420636,0.17907171128837202,0.17429848297584258,0.12962636047348547,0.25767805272188365,QC
81,QC_1017_1995,0.14845823704036296,0.16521738836721211,0.12754596597869958,0.10677632235228228,0.14206616542126085,0.15901977752301544,0.1675708836678299,0.1569276642369971,0.18376375918133367,0.22581296240556056,0.26493912532659847,QC
82,QC_1191_1995,0.2276727438036991,0.07113830108247424,0.11385712897717308,0.14306766245412547,0.2362079054649422,0.1930364763014016,0.21635514224775407,0.20615140156436065,0.2380008397169254,0.2217461695861725,0.24298611861120897,QC
83,QC_1218_1995,0.2067196863415276,0.08476149833530607,0.13708354824636168,0.1252565665480193,0.1739832923372389,0.16878618960757433,0.14976038738849717,0.22410180876702088,0.2230094137409719,0.1980835873252994,0.2538814666408233,QC
84,QC_1234_1995,0.1789136874298029,0.10111659552828028,0.14574912576226912,0.2104968305558844,0.20255585488375405,0.16078334102896216,0.18075247798467936,0.20911644990988912,0.20520792194897888,0.1994038074759827,0.24496440138632225,QC
85,QC_1248_1995,0.230371961283352,0.09033398370530576,0.1339658122409958,0.26252063502585915,0.21433410923846263,0.21256955357660057,0.2077439843296613,0.21334786762820657,0.2155205893074563,0.22132204366368605,0.24992914891235343,QC
86,QC_1425_1995,0.2217802693480337,0.2235882343204829,0.27961329517847283,0.3154226118669693,0.2574034941782856,0.2351539721311991,0.24857695863542867,0.2439109995608104,0.2796672534457882,0.22418803959665493,0.25654411689879747,QC
87,QC_1432_1995,0.2169824079783942,0.1404929595406516,0.1513896564097298,0.15599005950531733,0.17800166180660304,0.14622068960888848,0.2214405358098697,0.16049749857652712,0.2133357770252316,0.1844575417827233,0.22666638919720863,QC
88,QC_1442_1995,0.1705884187343591,0.05811493831565232,0.11209873422088142,0.16865408476399257,0.1738238296941749,0.2122414955693656,0.2128974071370202,0.20629085174929332,0.15181852936254123,0.17606739394764123,0.23934377634473672,QC
89,QC_1445_1995,0.14479089253032654,0.207684600295394,0.1707634254296684,0.2162518641955695,0.2313637695262361,0.19757760898641244,0.239079016010602,0.22999676606192232,0.20146575231016572,0.2405938661664675,0.2722975224378365,QC
90,QC_480_1996,0.19650891533975376,0.06984246901569263,0.1520310472197046,0.11556711928538071,0.17502948771401516,0.1641057963002907,0.1490931242426155,0.13509697554388836,0.21367985014716925,0.19986731562213347,0.25437520924750573,QC
91,QC_508_1996,0.21623223257442564,0.14950767209104135,0.1181148532768443,0.20630274831531423,0.19817882785263,0.1924515772159852,0.1822246004809356,0.1980320004658715,0.21218553444035468,0.21724049827664849,0.2650727394470151,QC
92,QC_533_1996,0.18823577244013173,0.05721078711948979,0.15655504146160132,0.20628112585141084,0.2188742442535743,0.1820024162457008,0.20863239094992453,0.17707956147620443,0.17786914288906566,0.1991871801434352,0.25614547074988614,QC
93,QC_728_1996,0.26730732689257275,0.25135919761820463,0.2167552558550591,0.30309204824102853,0.2132127431198682,0.21889703475995623,0.2208348518577687,0.232533295678944,0.24826755873311257,0.2460367706921165,0.25536339881927894,QC
94,QC_739_1996,0.29475180321640665,0.2400346956987165,0.200832465058119,0.3240422233334896,0.21416475293930431,0.2270830629455045,0.2543147469533508,0.26178377693748456,0.2598253078032769,0.2399508204339704,0.24508911590901367,QC
95,QC_745_1996,0.2736072268856684,0.27375356471488727,0.2367419767963413,0.3226318205061308,0.21059021169951173,0.2548893431913393,0.2398718112199845,0.20868699004264032,0.21797754261703825,0.25466674765185754,0.26478616211450506,QC
96,QC_750_1996,0.1354363547324185,0.12727238290755577,0.16280883005473087,0.208843013988311,0.22579364891911932,0.24004019145229444,0.23532218318506892,0.2371988888681136,0.2265029636276868,0.2779995727649359,0.27765736598092605,QC
97,QC_757_1996,0.20997404106257725,0.20142692970479947,0.10765202361495804,0.16944647153804968,0.1831110525605784,0.14949950968572592,0.16915528766221913,0.1585287565075027,0.17349778178116024,0.1628043783749671,0.2549417560169054,QC
98,QC_783_1996,0.2693115159309492,0.13195953370131552,0.10582459146226154,0.09172137243458849,0.15413460013914074,0.13817241890969678,0.1437272469813902,0.1774751090036842,0.1947718774098639,0.1680236325700606,0.2602621844859222,QC
99,QC_788_1996,0.2343172091008524,0.13091062182593954,0.2145723686179919,0.2382226879096688,0.1951070260117968,0.19822842672288565,0.20007776662694224,0.21396635632621244,0.2282215396125675,0.21393984918309208,0.24153219138052143,QC
100,QC_377_1997,0.21381539205612995,0.2032538996325869,0.2258685019591496,0.1877451253823401,0.22370073125055623,0.2313990801294905,0.23910525973067667,0.23677207229918493,0.23405596691570685,0.27399961530089306,0.2484813815992576,QC
101,QC_1824_2010,0.2607831139219179,0.12789008149366785,0.15920845160149663,0.2432295341084213,0.23889751110011184,0.2153969000559769,0.15315895242220076,0.13806151286778917,0.27682664129144746,0.2050754131757745,0.21728742966000852,QC
102,QC_547_2010,0.2291372350155925,0.172360856998237,0.19425102767804808,0.16726447676158082,0.16188201753672174,0.17856418139544827,0.16344480192029237,0.2217569350131301,0.22420304000877192,0.1811281208931088,0.2046101092470078,QC
103,QC_642_2012,0.2225815935486652,0.13182975602357622,0.2253858495868289,0.2142323379109816,0.19974875701209577,0.19135985198617672,0.18264093627999312,0.2217720908982816,0.2021370102205752,0.18441277109926532,0.2288449323932703,QC
104,QC_319_1986,0.2342652066436444,0.03474003999143968,0.1874248000348377,0.1144460973970999,0.09639884858255772,0.12965788054841282,0.09974910437109943,0.11857568755996611,0.14083493327590488,0.1794469999041835,0.24938026926787044,QC
105,QC_33_1986,0.22978144310723228,0.1914821021705569,0.14991022533155965,0.19707009525728136,0.1907521350185986,0.192254226596842,0.17305748747642002,0.1892172370256224,0.1851286006577836,0.17307782445987166,0.2482904897497356,QC
106,QC_50_1986,0.19206648831402687,0.14406685878197964,0.10971418222444186,0.20964066160199785,0.16090508966335604,0.21935662039988457,0.1652010203381773,0.09428392783016612,0.17379516053127295,0.16328338100938627,0.2295615990222692,QC
107,QC_59_1986,0.21745057444190072,0.11341009727684304,0.12968612988733344,0.1468829946731104,0.15709333244754628,0.17393399988813768,0.15983376517318762,0.1668923093997304,0.1347456218253108,0.1443887548850561,0.2470060761970657,QC
108,QC_63_1987,0.17711542487824564,0.08399216238392072,0.1262714400458947,0.2162691561923753,0.16769306515654514,0.17477012679008888,0.1595571624039772,0.1610871284562465,0.1440636961035377,0.2009006783052406,0.2693902444638098,QC
109,QC_103_1988,0.17411237878682265,0.18202895195914395,0.12947699389826411,0.095888291213044,0.10120782183418003,0.1204879931206214,0.15209587984117756,0.08523304869011886,0.1469947063830798,0.0990177031246288,0.24401158119363767,QC
110,QC_107_1988,0.1919136644789708,0.1726716500032147,0.12539014492318246,0.09187511461964294,0.1351660509490477,0.13948438371989935,0.1890437431581837,0.10026296137390114,0.1821874361665597,0.12410430834461796,0.2677496501831844,QC
111,QC_122_1988,0.213565517915058,0.15759914883371054,0.1922153367060261,0.22311337821821164,0.14702355291073785,0.17603655190918713,0.19027331275089568,0.18802515102484232,0.19519362173062155,0.2005008393116965,0.2608121961424936,QC
112,QC_101_1990,0.183168194829402,0.13640604663857883,0.17091806284311498,0.1410712000673975,0.16599975891545649,0.16989246763454718,0.1978503015141817,0.2100586367203837,0.18322079611811504,0.1699654658791434,0.23909866572073216,QC
113,QC_65_1990,0.17007558445266557,0.13598499373250922,0.11595050442646954,0.09685234011551933,0.14405611176659863,0.10234940043556112,0.129587958853832,0.1657492935770348,0.2274088263020173,0.17617788844818952,0.27147372826875044,QC
114,QC_444_1991,0.198913154236282,0.1940595776756611,0.2432103398508678,0.1568381548345836,0.17473274875023098,0.17143029956489167,0.2140918299598509,0.19564097389466176,0.196957014730742,0.2110626519824891,0.25122726248618504,QC
115,QC_64_1991,0.1695697146151605,0.12348193488355932,0.06728750970043128,0.1414229903387587,0.12177156944386784,0.1178839994063383,0.13366025558794295,0.18358287349847635,0.21657151750529843,0.16751747805826225,0.2662609181525695,QC
116,QC_81_1991,0.189115198699528,0.14379486703032074,0.1229575337775508,0.1285738326804345,0.12307918445687469,0.17947738379080652,0.15703593570637503,0.19632473334115133,0.20480362055295548,0.1905393212715163,0.2589303938987609,QC
117,QC_96_1991,0.16867105404578014,0.050442964549641686,0.05832593365452173,0.11910679030097128,0.0688650373800096,0.110025003180612,0.1688739324798839,0.18019587251202468,0.1624540812092614,0.11462644575511945,0.2526935007013396,QC
118,QC_1017_1995,0.15335378308175693,0.1984576596486592,0.14199675763341046,0.12697968146743088,0.1549581744704266,0.17228764742079455,0.18178541697786119,0.17358256363302663,0.1925010951641562,0.2297038169927251,0.2658004357348162,QC
119,QC_1191_1995,0.23013807761187388,0.09960511631905047,0.13636242100182788,0.1546536410588089,0.2458743921315117,0.1995859902033449,0.2226557097179417,0.2140865166234757,0.24257213789849555,0.2275458270191194,0.24391386194671663,QC
120,QC_1218_1995,0.19064051405446303,0.14532882513509598,0.19268618618055025,0.1812355784565512,0.22401729187349373,0.20078486098076245,0.1941090527698732,0.2258750603323953,0.21778829976907743,0.20610871083097165,0.2518308318648058,QC
121,QC_1234_1995,0.17804477635470486,0.10886905171469904,0.15114015669569897,0.21340355425890145,0.20386287092937805,0.16243623828289228,0.1817303942815516,0.20833664587755832,0.2050015403164941,0.1987501698275276,0.24381226761365343,QC
122,QC_1248_1995,0.2311545602080236,0.08851747875453156,0.13213430363285852,0.26174902955569296,0.21373489446006744,0.21161259847153133,0.2067939150833248,0.21166942946841863,0.2147526510584544,0.22158238115390705,0.249623243286778,QC
123,QC_1425_1995,0.19755740557984616,0.1208455270252836,0.2390355906208441,0.28080347026797614,0.20331965347826075,0.1924762654449892,0.1906908438466169,0.17476786151507354,0.2056404441415313,0.18272950554208503,0.2321728511009465,QC
