"","Fire_ID","Fire_Year","nbr1","nbr10","nbr2","nbr3","nbr4","nbr5","nbr6","nbr7","nbr8","nbr9","preNBR","RBR_median","feco","RBR_quant","area","coniferous"
"20","NIP52_2001_3",2001,0.481131177522969,0.529003491294596,0.507906178125849,0.512821450058307,0.46293069582648,0.505844658424709,0.549255730348159,0.512150309017236,0.500943528076482,0.560147513060591,0.554209660742632,73.33883346,"Big Trout Lake",547.438029996302,2922163.574,50.2955400322407
"21","SLK6_2001_37",2001,0.416905333681092,0.499733592370741,0.463197304762203,0.439455689682342,0.512201475740934,0.5077148766239,0.507841815271891,0.481123509192061,0.555591764713069,0.490170401794543,0.580749720681209,97.82977319,"Big Trout Lake",425.092807082837,1056247.578,13.8888888888889
"22","SLK5_2001_38",2001,0.417890991560902,0.319232045129672,0.0656391788279486,0.102509059026617,0.251907534064337,0.236073974278619,0.26381681244434,0.29880911991426,0.388343610554633,0.315002425101817,0.538533842327475,38.18151219,"Big Trout Lake",72.8374932783964,769635.7986,64.093137254902
"23","NIP54_2001_40",2001,0.213726272243466,0.452159905699865,0.267941966659922,0.331517046299704,0.380819812805492,0.422046757089457,0.43333859424472,0.461370254636836,0.426780517118089,0.438578702656222,0.531042180026413,432.9198282,"Big Trout Lake",591.463497286299,292551.9404,42.2784810126582
"24","NIP73_2001_41",2001,0.239817885698028,0.42400492169707,0.272355496798121,0.339130809168764,0.348172602092325,0.406373525138528,0.467658001361525,0.463893694284782,0.418861830089127,0.435291850526288,0.501715048850993,426.4161757,"Big Trout Lake",589.012928394379,24334549.69,15.0576302443522
"25","RED60_2001_42",2001,0.3934928201236,0.473838704912166,0.419075541843697,0.42215356318084,0.481823706480263,0.458814647592267,0.438535020868536,0.438307635732555,0.440929325718007,0.494041059841773,0.570762519704728,67.32427992,"Big Trout Lake",343.101441045475,559504.1632,69.3227091633466
"26","SLK24_2001_43",2001,0.399112393580061,0.478451315624159,0.434676962623699,0.421968643447187,0.409533560010194,0.439906328801525,0.471785007316508,0.515781970070791,0.43644644563886,0.484279558661942,0.429922978490096,29.14244131,"Big Trout Lake",175.324302544298,630836.916,68.7116564417178
"27","SLK45_2001_44",2001,0.380570834511347,0.435554687799373,0.376281980536642,0.389406991127718,0.44189566121208,0.413901324935001,0.456434790533796,0.445822235286132,0.441630139318807,0.424077806383029,0.557995180020212,67.11321797,"Big Trout Lake",280.106333396782,268914.7931,47.9224376731302
"28","NIP22_2001_46",2001,0.394975086216814,0.552846884718902,0.38576555092233,0.41758839775811,0.438634874735732,0.499910241292294,0.448747819776323,0.460574818310893,0.524717548616341,0.551576269721807,0.629627786090502,86.36728077,"Big Trout Lake",469.97381903303,1523008.744,94.2795466810578
"29","SLK1_2001_63",2001,0.477438362239755,0.551667593358213,0.545894870953069,0.554382843556531,0.603686957374624,0.54586488453795,0.54796673625214,0.556177640561245,0.525589469972886,0.538861394220036,0.54757495131267,97.64524865,"Big Trout Lake",138.824926335199,384725.6846,0.188679245283019
"30","SLK4_2001_64",2001,0.510531946558399,0.429690733158269,0.462903279965275,0.568951095388013,0.569542586852734,0.576378317515659,0.583354986195258,0.393067561976839,0.529151062597501,0.526973232325541,0.557857670928108,10.93179477,"Big Trout Lake",33.3095013253715,577382.146,99.5121951219512
"31","RED61_2001_65",2001,0.263249710090108,0.449100466077936,0.334525800300182,0.372075269902262,0.43889077961065,0.407617203436083,0.401083254533192,0.407234000893032,0.462360988283663,0.437140525885435,0.454092494406469,242.425864,"Big Trout Lake",437.030938956343,1030286.044,2.65232974910394
"32","NIP55_2001_66",2001,0.416739067798892,0.479045398958408,0.41634097150113,0.455362723807903,0.454732459077324,0.494415027582108,0.524755935515842,0.514466125791263,0.486022374067046,0.502378338806833,0.512584776309357,14.76340848,"Big Trout Lake",42.0902445322704,680955.2156,13.5722041259501
"33","NIP72_2001_68",2001,0.35349376982817,0.502173981345334,0.378163150362496,0.408696336939672,0.423984963488018,0.420059642955249,0.471061701810037,0.503989607494778,0.423657362692045,0.478422296559679,0.53379313458446,378.9166139,"Big Trout Lake",519.208705027218,3733941.912,21.4186092847181
"34","NIP74_2001_70",2001,0.322151939589538,0.448522761736529,0.352270850531732,0.40476760169083,0.399037101291198,0.456780871189287,0.484690275784241,0.487904991772106,0.46022702957788,0.483200952433635,0.520031078866583,514.3422107,"Big Trout Lake",623.033424686328,646315.9507,52.1541950113379
"35","RED48_2001_72",2001,0.24572613914705,0.367276729592902,0.162835214282266,0.208683981031741,0.262029744711974,0.285753409986483,0.274989659941354,0.242383158362059,0.256797371092761,0.356915172535866,0.477399957472197,261.5146354,"Lake St. Joseph",427.558539819967,939893.982,97.519247219846
"36","NIP53_2001_1",2001,0.193381109984581,0.471756924242699,0.272620216157746,0.290750962265598,0.364723284638067,0.453116574156354,0.45486139690952,0.444922568518163,0.454378459385211,0.486995417933391,0.590036378713345,532.2099797,"Big Trout Lake",622.050392126549,781907.3411,82.295719844358
"37","NIP39_2001_2",2001,0.299740795199379,0.519499519958299,0.351790282224116,0.468077028580406,0.448680469662196,0.478351741188142,0.497730697578101,0.5191688353323,0.458747930436202,0.527479145116886,0.630103471647647,558.1815843,"Big Trout Lake",629.747998401083,483453.5583,57.9288025889968
"38","NIP35_2001_5",2001,0.233313437441421,0.473478412677659,0.259975301082803,0.278741415036948,0.363360404270121,0.365858323718244,0.392008292517928,0.407584472503818,0.466938364180496,0.475057574683155,0.618221913883743,411.4118718,"Big Trout Lake",565.698835591343,1012880.467,88.6259541984733
"39","NIP24_2001_7",2001,0.316976750055484,0.426444639172551,0.301816732306215,0.333075214052546,0.385893519391379,0.394775782662242,0.415190709484657,0.425557493561582,0.48594289824913,0.440715305510392,0.498440943202888,376.6708113,"Big Trout Lake",515.609487226823,838665.6843,28.6527514231499
"40","KLK2_2001_10",2001,0.46985579817795,0.384359364237446,0.549343425822368,0.596672801691777,0.5443840845089,0.597846699182246,0.61674269570426,0.583975702191553,0.631296267085294,0.541236699594902,0.566234710251669,235.08822,"Lake Temagami",278.106868420441,457214.6841,0.384615384615385
"41","PEM3_2001_11",2001,0.383465907822718,0.569836062651486,0.429658473071835,0.387500405711494,0.40061774045689,0.50200491962918,0.451054563290933,0.517104627241569,0.490914792697284,0.49308649918109,0.4521797362044,178.3743923,"Georgian Bay",233.774261394509,4720975.038,0.285986653956149
"42","SLK3_2001_39",2001,0.174313808816168,0.363140029546866,0.0583837536175739,0.117695389954818,0.277996029331515,0.292576336608605,0.279128372757927,0.322128321051921,0.363473147166114,0.353447197390969,0.596833223854043,423.5278007,"Big Trout Lake",601.855595770988,2889267.917,32.6216908625107
"43","NIP26_2001_47",2001,0.343855955539494,0.456465153723256,0.338669450317236,0.321396984757685,0.376217431057667,0.42751301323072,0.463596941919743,0.429126913130778,0.480537170672815,0.454866811381421,0.582978642617664,317.9150356,"Big Trout Lake",459.078618552937,1121539.36,80.0862688713156
"44","COC15_2001_48",2001,0.42951925710127,0.505750604399614,0.453829376752086,0.466046992447306,0.522522454265696,0.471789528126515,0.475834574260602,0.535464508924255,0.495546685310075,0.512957351015342,0.581420182154564,298.8725682,"Lake Abitibi",448.040172267269,2176875.887,79.3413173652695
"45","NIP77_2001_49",2001,0.127961967764304,0.405707642219396,0.108607394443327,0.199747230278137,0.294684444582515,0.292809588491312,0.31372369373353,0.353180901917627,0.463787814276339,0.418934168940033,0.509720800590287,323.4824412,"Lake Nipigon",500.675007546836,538035.0566,99.405646359584
"46","PET1_2001_50",2001,0.633442692960167,0.662687214992493,0.649368656817026,0.654467073009505,0.67460637579491,0.659595200803353,0.673559098533272,0.677844002279404,0.67308542208602,0.687846840185515,0.674946855221142,141.8769712,"Georgian Bay",154.647817071395,9602.294922,28.5714285714286
"47","SLK44_2001_67",2001,0.253721980487526,0.442381447184641,0.326334401662204,0.352514544645992,0.448666443586523,0.411766566728491,0.429857918628306,0.454663866504841,0.439740122284101,0.409778800874004,0.590142435367413,387.539221,"Big Trout Lake",601.335046882388,1191416.808,40.6779661016949
"48","SLK47_2001_69",2001,0.376877140381411,0.473247202920563,0.400496316303195,0.395543572347105,0.468097689507679,0.438373895389192,0.434143256447979,0.465545984996573,0.490632007654701,0.49139450325124,0.531569840553199,251.2737397,"Big Trout Lake",521.821861255979,1018038.315,76.905487804878
"49","RED1_2002_15",2002,0.389726178003585,0.495180366318744,0.39553378364732,0.478090748766398,0.427884317534459,0.418752904128377,0.388212816780934,0.38358341564948,0.431151910253468,0.440053718052024,0.591669416384634,175.0321468,"Big Trout Lake",476.350757355326,40761572.88,40.2546429255217
"50","SLK1_2002_16",2002,0.315265858942788,0.450250438808469,0.302926091164384,0.405852081179265,0.401094783458253,0.394462606959518,0.412037828370386,0.474736014194796,0.411969302815198,0.424741574740112,0.549497954632047,350.3534097,"Big Trout Lake",525.152444552059,38764923.14,52.5423728813559
"51","SLK8_2002_18",2002,0.398901430552285,0.508784698541379,0.371876449603028,0.480816345271777,0.437378682007705,0.445049562833233,0.471662963210876,0.486815143534448,0.461511313976624,0.455639306728143,0.50775238173605,153.1119356,"Big Trout Lake",456.852425612381,10765862.45,30.5247351297239
"52","SLK2_2002_51",2002,0.265900287142304,0.429077556658059,0.2261859391349,0.335090068377107,0.30767306130392,0.304413175765525,0.355458576790605,0.418359146605453,0.344607011558489,0.363834704591476,0.471328683511551,307.8214351,"Big Trout Lake",450.970899594167,537126.4857,38.2352941176471
"53","SLK3_2002_52",2002,0.306645968428293,0.412875821940703,0.297401755781484,0.378454173711547,0.355824875482089,0.359284421942748,0.376512603544405,0.399528962032051,0.380685105790943,0.399659188932673,0.543564434616961,232.4536238,"Big Trout Lake",441.646816618015,925923.3051,52.1496815286624
"54","COC12_2002_53",2002,0.295756008406011,0.4429716283626,0.303123363957633,0.399177957933405,0.38889157430525,0.457459475829288,0.470179513362155,0.360854768072139,0.470984391845042,0.43649820294178,0.574356891598912,244.1390756,"Big Trout Lake",434.695446054994,296582.3606,1.48514851485149
"55","COC19_2002_74",2002,0.508944120545392,0.530869160457282,0.465348027434658,0.523177872558445,0.517056357205003,0.451298983912098,0.537500720621162,0.494882446253281,0.491845916961251,0.447390716352535,0.566011628142943,23.71073628,"Lake Abitibi",132.618881405567,757849.8306,48.2502651113468
"56","NIP83_2002_88",2002,0.389275653985223,0.541996374419967,0.461491598545073,0.455971774860864,0.498648243760022,0.514760001065686,0.547832227290114,0.504762317270622,0.484731168597639,0.499114823354035,0.493887833695522,271.5762125,"Big Trout Lake",498.294935073855,3213946.752,23.6486486486486
"57","SLK31_2002_89",2002,0.359215518365981,0.503602236934522,0.328100133597241,0.428814590976031,0.410663348194774,0.450756914546458,0.507865546451834,0.443930179009722,0.488881831451276,0.440742486393027,0.524101933029215,116.3424112,"Big Trout Lake",483.647200080469,59707206.87,37.2175717744725
"58","RED39_2002_90",2002,0.298145692674324,0.472635261490298,0.326330103621914,0.438041592317836,0.442692456080543,0.430537120192061,0.398410979062184,0.431150786861844,0.490397507610482,0.438719008131879,0.575413807560589,283.4907162,"Big Trout Lake",580.019352896281,86456781.99,32.5172874363873
"59","RED40_2002_91",2002,0.223199685876715,0.454804773407551,0.286111554276694,0.378506854217831,0.362482793518631,0.374912811214258,0.374613362337328,0.452813442982099,0.480396134907165,0.465783156542285,0.397622875964904,163.1337517,"Big Trout Lake",503.525490763237,5428147.179,2.78594428111438
"60","NIP51_2002_94",2002,0.327463417867801,0.540224850750287,0.35320524197553,0.428949909249151,0.463517018640593,0.49026588436821,0.475250824881532,0.526219434969548,0.508619182785726,0.492366398773678,0.548336956713943,152.8964588,"Big Trout Lake",512.246297227961,242307360.4,79.3723374133897
"61","NIP38_2002_97",2002,0.502453216552789,0.578836110713432,0.468333636106061,0.531701810799588,0.53782305858084,0.56922848194557,0.573562781505855,0.557458587401799,0.577519983046141,0.559331651718397,0.590738458858361,38.41941418,"Big Trout Lake",84.2884589071018,3843892.506,87.9700810305423
"62","RED57_2002_163",2002,0.334076555521142,0.47343530185131,0.367068052103971,0.468777722264494,0.475404281753079,0.452987535799076,0.412537330808021,0.449367610176014,0.497099818830274,0.463256862440391,0.59126614465016,242.8556072,"Big Trout Lake",581.150002164024,102816408,40.2496585593682
"63","NIP55_2002_164",2002,0.423781086984445,0.553857626128502,0.461267871544498,0.456540544083749,0.498264444409973,0.517972022772769,0.553211934100354,0.484978473713755,0.511094159241229,0.500472778283192,0.533714812642678,92.06692611,"Big Trout Lake",424.609790604527,5115597.27,17.7013547714754
"64","SLK70_2002_166",2002,0.343487055264655,0.437850012302453,0.320368592570622,0.397349172116715,0.390989694527337,0.382441148378151,0.432055203528597,0.390605406877221,0.388560651802502,0.384692309557655,0.541982608217088,208.2477272,"Big Trout Lake",540.292912606563,2569657.439,48.0397893504974
"65","RED56_2002_167",2002,0.299961340282409,0.446926641260051,0.302946478058957,0.398025504508628,0.413558122477682,0.405060834769719,0.379898952257605,0.338875588332453,0.450386427702514,0.439641997411328,0.567596399272471,190.4559163,"Big Trout Lake",455.279131160186,3037853.676,61.395461129889
"66","RED23_2002_168",2002,0.39246684008564,0.514883100453842,0.394169043148972,0.468520006661194,0.473497201734441,0.470693106573749,0.436408814067955,0.443949115408407,0.5218754343916,0.484970876229642,0.560036331759017,141.9557872,"Big Trout Lake",478.653236861521,44296000.27,37.7802709355482
"67","RED41_2002_169",2002,0.466319962727992,0.510342381953914,0.453921786192526,0.509388423003797,0.488127594132023,0.553909683268058,0.446779079150765,0.469054916337568,0.541800104029256,0.476435668667462,0.610066445370297,146.9109412,"Big Trout Lake",345.3183704874,957512.4948,38.8318863456985
"68","RED21_2002_170",2002,0.300462328682523,0.419261830313446,0.282702190498597,0.381688366643614,0.364850175942619,0.397967857736512,0.377646780274213,0.395383866446169,0.456169362049164,0.411866166504102,0.576793239834518,293.8117578,"Big Trout Lake",534.873107052935,38967138.44,55.0149372634933
"69","RED63_2002_171",2002,0.354772818017829,0.422402190165338,0.318188223164407,0.400768323646177,0.39030067369891,0.428033514792709,0.371558812768114,0.361588280885142,0.445762868911562,0.414726958262039,0.525951469914698,195.7736289,"Lake St. Joseph",432.2970257116,1583106.019,10.4975124378109
"70","SLK19_2002_172",2002,0.396376293119101,0.449949850908465,0.389112135424942,0.480560218258704,0.458844168985812,0.496632448889995,0.49909524923242,0.480136492484193,0.466523977725767,0.44832097075965,0.561414455701779,267.6360006,"Lake St. Joseph",493.83935760351,1693022.317,42.9365446966188
"71","NIP56_2002_174",2002,0.495675394228551,0.554001684995576,0.472393544132013,0.509385671627169,0.535313795138012,0.548892019279972,0.517158475922351,0.55332166822743,0.549147600825802,0.512453434399431,0.54227573061207,208.7684498,"Big Trout Lake",445.073818872651,7975548.529,20.8126669210225
"72","NIP101_2002_176",2002,0.439612705101509,0.556017075531874,0.474971063653256,0.499034177256343,0.487217365653296,0.511857037450128,0.526423224159802,0.429636236006351,0.511056555886303,0.499370425979321,0.514944391195721,69.49089702,"Big Trout Lake",408.919902827072,506010.3906,1.17647058823529
"73","SLK21_2002_177",2002,0.328613624755684,0.545032288071636,0.266436190179118,0.408794616739087,0.403380414397495,0.410082215184805,0.476638331175367,0.470509519619611,0.464671860628262,0.449155524793449,0.379997698312775,331.0238936,"Big Trout Lake",440.859539331732,3241710.201,6.08441850022452
"74","NIP48_2002_180",2002,0.449683518358423,0.531580542711223,0.445250526845321,0.505783351900301,0.499627262203342,0.510356257100648,0.528787365705522,0.440671103272929,0.538164337182654,0.521063018504301,0.515488585661712,197.5208914,"Big Trout Lake",366.537009792581,886353.5649,3.25814536340852
"75","RED66_2002_181",2002,0.364865845075828,0.476160674801434,0.387716855316474,0.484052849614249,0.433428578118658,0.419739266193816,0.421958195864537,0.490587901703908,0.469426216499893,0.449045817670475,0.555710683682987,242.2042248,"Big Trout Lake",504.798072104643,10981611.65,34.5582275060794
"76","NIP47_2002_182",2002,0.474673974681712,0.568416457227499,0.47150154601128,0.522354860574475,0.466810511118077,0.531971098630699,0.536927203767056,0.439214491452241,0.485368416639601,0.521832491948093,0.52796603617863,172.3076358,"Big Trout Lake",361.061333332616,1296598.031,2.05096333126165
"77","RED5_2002_185",2002,0.301449658589747,0.436811140079858,0.327658608637938,0.413705992768207,0.411458851900342,0.400632477144225,0.398219850053568,0.470656694643159,0.469177847621045,0.437233168931899,0.500284034987807,277.6149511,"Big Trout Lake",494.621998881399,148605753.5,23.3112401200099
"78","RED38_2002_186",2002,0.0641358460024574,0.42753762248331,0.191205938675945,0.370019039098013,0.374979361847868,0.377598711756507,0.339076692159519,0.369284890024418,0.419495815933401,0.411206114342417,0.590801712241171,402.3010986,"Big Trout Lake",500.979437050848,496915.3918,26.207906295754
"79","RED37_2002_187",2002,0.42589823281974,0.506548427242174,0.457961555629201,0.54813313636512,0.534895249942021,0.51722171842167,0.465157235935536,0.479299432011112,0.493757991037328,0.491145700688605,0.567450289297485,118.9952309,"Big Trout Lake",171.9619081044,636427.8069,5.00568828213879
"80","NIP79_2002_189",2002,0.483151443062569,0.571563050244656,0.498718617659553,0.50165284735743,0.540453296347592,0.551181900963986,0.544397248662612,0.543779667958133,0.520987086843673,0.511775608309155,0.518234853947478,13.73297181,"Big Trout Lake",58.2542534600243,1937538.627,21.6090167120093
"81","RED34_2002_190",2002,0.420236412872855,0.519122671136835,0.427252517286917,0.508726686887991,0.503973718335264,0.497021042081066,0.457022758636427,0.402008234625907,0.527154615432027,0.495220187425749,0.5589676359687,311.0990709,"Big Trout Lake",518.941390149213,27117010.4,55.04237172675
"82","RED27_2002_191",2002,0.375561741770124,0.447122094515417,0.358276302204541,0.464065825994817,0.464731612733024,0.446799463263892,0.396166489078769,0.408280245807103,0.502508032143699,0.438535885681546,0.554263415342169,343.8178535,"Big Trout Lake",546.921755857511,44145564.47,65.121492128679
"83","NIP16_2002_77",2002,0.438660486264328,0.561439624296677,0.49864482197003,0.506496827472711,0.514187024610336,0.511690630355657,0.503555817985935,0.524066487866631,0.554483576347936,0.544331089661354,0.49535088498376,241.6946098,"Lake Nipigon",374.485388205172,22589819.95,23.6588826258676
"84","SLK11_2002_54",2002,0.484298943034124,0.563147083207691,0.420163654552355,0.517105565596492,0.476805793601517,0.498017684951507,0.535283215622448,0.463247072099257,0.501378209308405,0.492939016058582,0.542032818109482,339.2907458,"Big Trout Lake",494.414736147305,2506771.09,8.87767220902613
"85","SLK12_2002_55",2002,0.302086841560851,0.473994642286472,0.303376443232569,0.424507447532134,0.400996840918358,0.41976575657732,0.487938506621976,0.462466675348196,0.456776441313477,0.418325540359342,0.528644739803942,366.8093941,"Big Trout Lake",508.043899136644,5870409.714,40.1869158878505
"86","SLK47_2002_73",2002,0.404777835239154,0.487615502569716,0.432499685090828,0.388617463805368,0.208918749658727,0.282518795893705,0.332998956373461,0.36501136194741,0.381227853122894,0.42140287974733,0.590225531773862,58.8155809,"Lake St. Joseph",436.18640416245,1325132.763,92.5222551928783
"87","DRY10_2002_75",2002,0.449800915472997,0.59842654318143,0.45211688273313,0.570550651047219,0.489269229103117,0.555499014124576,0.478853346856776,0.562976841941547,0.587725873801697,0.634503389410144,0.55470829160539,319.5058753,"Lake Wabigoon",457.912984351756,12333004.5,43.9349310483331
"88","NIP75_2002_76",2002,0.241429330825394,0.515953010983603,0.285126848807294,0.38124582315611,0.406030546063296,0.376297251456769,0.438207031801599,0.433798791026388,0.476455597511265,0.471496815115999,0.498439368893412,230.8256507,"Lake Nipigon",343.809037437564,117339966.4,69.5648386745545
"89","RED47_2002_92",2002,0.266072119300369,0.423707951588607,0.268678525757487,0.353751552344468,0.332374246979574,0.373841751197467,0.330246555020225,0.333654087592103,0.423174003352636,0.432680458431335,0.551233791862255,319.2954744,"Lake St. Joseph",572.612724836635,75266880.82,86.0514039065225
"90","RED55_2002_95",2002,0.358345185566948,0.479262691714711,0.333588924183476,0.421829864895479,0.403424388383503,0.447835909007527,0.350326274143199,0.409538197843766,0.502736486601212,0.489404966852589,0.554091143312993,232.1526639,"Lake Wabigoon",413.619665372249,4346514.067,50.6945730690869
"91","NIP81_2002_96",2002,0.13736699282036,0.500871699220746,0.173587838589803,0.231309538302614,0.298168956348558,0.325993710154404,0.329838610749648,0.390817215533928,0.384151075421743,0.426299297811703,0.562255308169992,553.5158959,"Big Trout Lake",630.678659197883,2796896.782,97.3519362186788
"92","COC9_2002_100",2002,0.405762451642491,0.542516665247598,0.450223723423912,0.554194950744913,0.453572489950263,0.4376084510024,0.552572077428358,0.452479410612449,0.530742580096893,0.509504848185998,0.474711886304345,60.29998164,"Lake Abitibi",256.573903385688,3295272.681,88.8616891064871
"93","THU16_2002_102",2002,0.354996276750121,0.492527763302794,0.42602959537451,0.390172167073316,0.450758187037638,0.369413335198461,0.472647893068118,0.524747196223607,0.500832522478507,0.52563178206149,0.508975537131003,274.8812104,"Lake Nipigon",423.120095346217,6084687.157,44.9091394975949
"94","NIP85_2002_103",2002,0.38154859803676,0.587717376095833,0.413416101319436,0.491466129954855,0.531210983904091,0.555839165669027,0.482194329004342,0.511872618951603,0.591065035323939,0.554758630430429,0.521685917032947,348.2051299,"Lake Nipigon",497.234989268991,3757973.679,25.7704332291201
"95","PEM9_2002_104",2002,0.438014015436701,0.478374557927217,0.42354881940896,0.445144847805626,0.531728569305334,0.450123427532109,0.50144045915768,0.557365031992211,0.493400347785698,0.567613634490045,0.432234741736436,259.6932719,"Georgian Bay",391.451740700421,4534475.156,5.83349812141586
"96","NIP54_2002_173",2002,0.530577040798453,0.596556723319402,0.490701994174834,0.505561989403262,0.544720975436698,0.57884177262972,0.546489280622694,0.514241418625014,0.560096525306547,0.551065938566077,0.58404691118693,60.09398111,"Big Trout Lake",90.0978512295018,588426.8721,71.2793733681462
"97","RED60_2002_175",2002,0.363212176533734,0.440011703111174,0.310635813701499,0.41272014603428,0.405664699079675,0.420816470983688,0.40205428562601,0.418601191423294,0.44759504641604,0.410831748868434,0.603329315243991,115.7511416,"Lake St. Joseph",416.598909764861,4343180.093,87.3745666849115
"98","SLK17_2002_193",2002,0.349428629867323,0.491780576629411,0.360566778394994,0.433159131535521,0.415944357293437,0.467756257148235,0.483580501804284,0.436577864943047,0.477234994839271,0.488015100753545,0.540044002131689,371.9946488,"Lake St. Joseph",506.881138147702,5811005.945,66.9077273336012
