"","Fire_ID","Fire_Year","nbr1","nbr10","nbr2","nbr3","nbr4","nbr5","nbr6","nbr7","nbr8","nbr9","preNBR","RBR_median","feco","RBR_quant","area","coniferous","defol","years_defol","tsd","slope1","slope2","se1","se2","sens1","sens2","uppr1","uppr2","lwr1","lwr2"
"12","RED14_2000_57",2000,0.324848139525889,0.503392946716482,0.405547542125722,0.395408315113958,0.373141806238864,0.473241788537408,0.467950763794058,0.479109478793167,0.429287208473637,0.320024342025485,0.421677286917443,203.4238476,"Lake St. Joseph",418.360578328651,28057713.32,14.3859554790838,0,0,0,-0.0455154296521976,0.0455154296521976,0.0402920901881784,0.0402920901881785,0.028922418298965,-0.0406421670475865,0.100099982298544,0.0111587149991083,-0.0222665088750946,-0.109262866448151
"13","NIP44_2000_29",2000,0.438294486306202,0.505250131845073,0.400441540320943,0.344699691698055,0.365295435760516,0.365522464881547,0.438092215677807,0.473347052166212,0.494954012846294,0.542164242976063,0.534194447459597,233.7462631,"Lake Nipigon",415.842302561854,41637270.98,75.1525819350642,0,0,7,-0.107910807308837,0.107910807308837,0.0238688726995955,0.0238688726995955,-0.0178830288181887,0.0250189296321628,0.0205957440624606,0.0472102301297686,-0.055741848622888,-0.0671579161672654
"14","DRY14_2000_30",2000,0.424219172878216,0.487629594608757,0.451128198055132,0.44108337910556,0.407554558639562,0.495146257432266,0.47741433314055,0.483847609026655,0.48993325360644,0.460962590426208,0.527450503702833,132.1178575,"Lake Wabigoon",259.274945806241,631075.046,29.0196078431373,1,10,5,-0.0361311629395748,0.0361311629395748,0.0157089814241852,0.0157089814241852,0.0115523947863586,-0.00368745351458241,0.0875916987927048,0.00643327588610509,-0.0335288204659989,-0.0289706631802323
"15","HEA21_2000_31",2000,0.446382557923125,0.555425091855585,0.467809508347864,0.314560126773349,0.410999524446847,0.479414701664414,0.503759713387099,0.508919076660989,0.613665457902258,0.546486179915608,0.561717316551982,216.1342407,"Lake Abitibi",258.770564451849,493933.3467,4.12541254125413,1,4,8,-0.121817820113188,0.121817820113188,0.035681445664051,0.035681445664051,0.00606321685375261,0.00970075939169662,0.0964393976734988,0.104746381241269,-0.153249381574515,-0.06717927798665
"16","NIP42_2000_32",2000,0.299057217760373,0.520105430767904,0.323742411199916,0.239220596678566,0.253664614560155,0.348292071273704,0.384017459866796,0.390918770067207,0.454995259176446,0.532869671794468,0.301574317637122,138.5178122,"Lake Nipigon",246.088792097655,3337243.234,82.4317738791423,1,9,6,-0.163785936040021,0.163785936040021,0.0373584738880047,0.0373584738880047,0.0102459667014644,0.021195104927618,0.0946274567135488,0.0778744126180215,-0.08452181452135,-0.136087970901109
"17","PEM2_2000_35",2000,0.602412583600701,0.605099028778332,0.631404422176187,0.611346600412527,0.648522382343617,0.615047545091462,0.655707514276904,0.608494574321034,0.622485062789186,0.687465996644126,0.646423877863756,172.9445927,"Georgian Bay",243.623760664926,459978.8965,35.3689567430025,0,0,0,-0.0141037286370177,0.0141037286370177,0.0177033226275981,0.0177033226275981,0.0038128743893016,0.0122883246286132,0.0371757819310901,0.06498093385494,-0.0334748372521547,-0.0472129399558701
"18","HEA11_2000_58",2000,0.346470251248379,0.534712774124932,0.382690077006639,0.418979077984067,0.473723586634774,0.503803094486056,0.490432078866431,0.485400570914714,0.528101140980718,0.339204814672643,0.669223677771128,432.0918338,"Lake Abitibi",593.471637205885,1765744.546,97.9313587212036,1,5,11,-0.0504370584399048,0.0504370584399048,0.0456878009817353,0.0456878009817353,0.0398521083179459,-0.0344683984318055,0.0547445086507071,0.042700570066004,0.0300795078512825,-0.188896326308075
"19","SAU8_2000_61",2000,0.58037571372717,0.564425499090271,0.607484948520827,0.518607826834705,0.595355263033635,0.525475708587587,0.510130457151196,0.49407589349199,0.644320939135137,0.535105270009391,0.62070974207271,145.5171631,"Georgian Bay",271.473871299227,294430.3647,0,0,0,0,0.0158482803651881,-0.0158482803651881,0.0321860922833785,0.0321860922833786,-0.0098949220142461,0.000497440174589099,0.0767474361989295,0.150245045643148,-0.0888771216861224,-0.109215669125747
"20","NIP52_2001_3",2001,0.481131177522969,0.529003491294596,0.507906178125849,0.512821450058307,0.46293069582648,0.505844658424709,0.549255730348159,0.512150309017236,0.500943528076482,0.560147513060591,0.554209660742632,73.33883346,"Big Trout Lake",547.438029996302,2922163.574,50.2955400322407,0,0,0,-0.0361732823677502,0.0361732823677502,0.0145976726532398,0.0145976726532398,0.00211404934937185,-0.00239799845060136,0.0429139625982291,0.059203984984109,-0.0498907542318269,-0.037105421330923
"21","SLK6_2001_37",2001,0.416905333681092,0.499733592370741,0.463197304762203,0.439455689682342,0.512201475740934,0.5077148766239,0.507841815271891,0.481123509192061,0.555591764713069,0.490170401794543,0.580749720681209,97.82977319,"Big Trout Lake",425.092807082837,1056247.578,13.8888888888889,0,0,0,-0.0389972805703667,0.0389972805703667,0.0227452568098093,0.0227452568098093,0.0236022356125338,0.00106632432859573,0.0727457860585923,0.074468255521008,-0.0237416150798609,-0.0654213629185263
"22","SLK5_2001_38",2001,0.417890991560902,0.319232045129672,0.0656391788279486,0.102509059026617,0.251907534064337,0.236073974278619,0.26381681244434,0.29880911991426,0.388343610554633,0.315002425101817,0.538533842327475,38.18151219,"Big Trout Lake",72.8374932783964,769635.7986,64.093137254902,0,0,0,-0.102236655077259,0.10223665507726,0.0656475217205641,0.0656475217205641,0.0105181602064755,0.0125792617398021,0.14939847503772,0.089534490640373,-0.352251812732954,-0.073341185452816
"23","NIP54_2001_40",2001,0.213726272243466,0.452159905699865,0.267941966659922,0.331517046299704,0.380819812805492,0.422046757089457,0.43333859424472,0.461370254636836,0.426780517118089,0.438578702656222,0.531042180026413,432.9198282,"Big Trout Lake",591.463497286299,292551.9404,42.2784810126582,0,0,0,-0.119235223851538,0.119235223851538,0.0380746896327948,0.0380746896327949,0.053147907813977,-0.00333716966211324,0.0635750796397823,0.0280316603921153,0.0412269442839645,-0.0345897375187466
"24","NIP73_2001_41",2001,0.239817885698028,0.42400492169707,0.272355496798121,0.339130809168764,0.348172602092325,0.406373525138528,0.467658001361525,0.463893694284782,0.418861830089127,0.435291850526288,0.501715048850993,426.4161757,"Big Trout Lake",589.012928394379,24334549.69,15.0576302443522,0,0,0,-0.120771995812606,0.120771995812606,0.0311080706756105,0.0311080706756105,0.0397737312536134,-0.00273933547302833,0.0667753123706423,0.0436530796644545,0.00904179292356128,-0.045031864195655
"25","RED60_2001_42",2001,0.3934928201236,0.473838704912166,0.419075541843697,0.42215356318084,0.481823706480263,0.458814647592267,0.438535020868536,0.438307635732555,0.440929325718007,0.494041059841773,0.570762519704728,67.32427992,"Big Trout Lake",343.101441045475,559504.1632,69.3227091633466,0,0,0,-0.0220582935704741,0.0220582935704741,0.0193715769965486,0.0193715769965486,0.01733049953644,0.00190942120509345,0.0596701432994232,0.0531117341237662,-0.0230090588879964,-0.0353036840436304
"26","SLK24_2001_43",2001,0.399112393580061,0.478451315624159,0.434676962623699,0.421968643447187,0.409533560010194,0.439906328801525,0.471785007316508,0.515781970070791,0.43644644563886,0.484279558661942,0.429922978490096,29.14244131,"Big Trout Lake",175.324302544298,630836.916,68.7116564417178,0,0,0,-0.0563092817699188,0.0563092817699188,0.0148092934903524,0.0148092934903524,0.00622128241027348,-0.00260462377410278,0.0355645690436384,0.0478331130230817,-0.0127083191765123,-0.0793355244319308
"27","SLK45_2001_44",2001,0.380570834511347,0.435554687799373,0.376281980536642,0.389406991127718,0.44189566121208,0.413901324935001,0.456434790533796,0.445822235286132,0.441630139318807,0.424077806383029,0.557995180020212,67.11321797,"Big Trout Lake",280.106333396782,268914.7931,47.9224376731302,0,0,0,-0.0402925733996699,0.0402925733996699,0.013374142043207,0.013374142043207,0.0123934741848807,-0.00579721078740957,0.0524886700843623,0.0208801027344233,-0.0279943362770788,-0.0175523329357778
"28","NIP22_2001_46",2001,0.394975086216814,0.552846884718902,0.38576555092233,0.41758839775811,0.438634874735732,0.499910241292294,0.448747819776323,0.460574818310893,0.524717548616341,0.551576269721807,0.629627786090502,86.36728077,"Big Trout Lake",469.97381903303,1523008.744,94.2795466810578,0,0,0,-0.0803178380437975,0.0803178380437975,0.0301779153491519,0.0301779153491519,0.0263342253377855,0.0193428598200176,0.0612753665565611,0.0641427303054485,-0.00920953529448343,-0.104099064942579
"29","SLK1_2001_63",2001,0.477438362239755,0.551667593358213,0.545894870953069,0.554382843556531,0.603686957374624,0.54586488453795,0.54796673625214,0.556177640561245,0.525589469972886,0.538861394220036,0.54757495131267,97.64524865,"Big Trout Lake",138.824926335199,384725.6846,0.188679245283019,0,0,0,0.00140101685948185,-0.00140101685948186,0.0208392091106156,0.0208392091106156,0.023001336892663,-0.00345120344530855,0.068456508713314,0.01327192424715,-0.0578220728366736,-0.0305881705883584
"30","SLK4_2001_64",2001,0.510531946558399,0.429690733158269,0.462903279965275,0.568951095388013,0.569542586852734,0.576378317515659,0.583354986195258,0.393067561976839,0.529151062597501,0.526973232325541,0.557857670928108,10.93179477,"Big Trout Lake",33.3095013253715,577382.146,99.5121951219512,0,0,0,0.0452139300053346,-0.0452139300053346,0.0414954040719584,0.0414954040719584,0.0180659030853799,0.0110713972599288,0.106047815422738,0.153664253036989,-0.0476286665931238,-0.190287424218419
"31","RED61_2001_65",2001,0.263249710090108,0.449100466077936,0.334525800300182,0.372075269902262,0.43889077961065,0.407617203436083,0.401083254533192,0.407234000893032,0.462360988283663,0.437140525885435,0.454092494406469,242.425864,"Big Trout Lake",437.030938956343,1030286.044,2.65232974910394,0,0,0,-0.0681120944667948,0.0681120944667948,0.0327115722111753,0.0327115722111753,0.0448659796286573,0.00528546021420793,0.071276090210074,0.0551269873906312,-0.0312735761745667,-0.0480172115447437
"32","NIP55_2001_66",2001,0.416739067798892,0.479045398958408,0.41634097150113,0.455362723807903,0.454732459077324,0.494415027582108,0.524755935515842,0.514466125791263,0.486022374067046,0.502378338806833,0.512584776309357,14.76340848,"Big Trout Lake",42.0902445322704,680955.2156,13.5722041259501,0,0,0,-0.0538155846744065,0.0538155846744065,0.0168606452129932,0.0168606452129933,0.0193654089751546,-0.00185911756133446,0.0396825685047836,0.0457105365574338,-0.000630264730578534,-0.028443751724217
"33","NIP72_2001_68",2001,0.35349376982817,0.502173981345334,0.378163150362496,0.408696336939672,0.423984963488018,0.420059642955249,0.471061701810037,0.503989607494778,0.423657362692045,0.478422296559679,0.53379313458446,378.9166139,"Big Trout Lake",519.208705027218,3733941.912,21.4186092847181,0,0,0,-0.0789814172656536,0.0789814172656536,0.0198528221395506,0.0198528221395506,0.0197761874222655,-0.0093607883319816,0.0305331865771761,0.0547649338676345,-0.00392532053276901,-0.0803322448027334
"34","NIP74_2001_70",2001,0.322151939589538,0.448522761736529,0.352270850531732,0.40476760169083,0.399037101291198,0.456780871189287,0.484690275784241,0.487904991772106,0.46022702957788,0.483200952433635,0.520031078866583,514.3422107,"Big Trout Lake",623.033424686328,646315.9507,52.1541950113379,0,0,0,-0.0859075294023612,0.0859075294023612,0.0244606395179334,0.0244606395179334,0.0318880719210654,0.00355806930082437,0.0577437698980893,0.0361675140477126,-0.00573050039963185,-0.0276779621942261
"35","RED48_2001_72",2001,0.24572613914705,0.367276729592902,0.162835214282266,0.208683981031741,0.262029744711974,0.285753409986483,0.274989659941354,0.242383158362059,0.256797371092761,0.356915172535866,0.477399957472197,261.5146354,"Lake St. Joseph",427.558539819967,939893.982,97.519247219846,0,0,0,-0.0666667204730853,0.0666667204730853,0.0338220431724155,0.0338220431724155,0.0311291898759405,-0.00584326684427761,0.0533457636802322,0.100117801443105,-0.0828909248647841,-0.0922870696515478
"36","NIP53_2001_1",2001,0.193381109984581,0.471756924242699,0.272620216157746,0.290750962265598,0.364723284638067,0.453116574156354,0.45486139690952,0.444922568518163,0.454378459385211,0.486995417933391,0.590036378713345,532.2099797,"Big Trout Lake",622.050392126549,781907.3411,82.295719844358,0,0,0,-0.147664523957328,0.147664523957328,0.0446333572889794,0.0446333572889795,0.062549659354573,0.00178407733025932,0.0883932895182868,0.0326169585481791,0.0181307461078525,-0.0168955273331783
"37","NIP39_2001_2",2001,0.299740795199379,0.519499519958299,0.351790282224116,0.468077028580406,0.448680469662196,0.478351741188142,0.497730697578101,0.5191688353323,0.458747930436202,0.527479145116886,0.630103471647647,558.1815843,"Big Trout Lake",629.747998401083,483453.5583,57.9288025889968,0,0,0,-0.0951971623135098,0.0951971623135098,0.0375443471646372,0.0375443471646373,0.0465489151081156,0.000914781988323718,0.11628674635629,0.0687312146806847,-0.0193965589182095,-0.0604209048960984
"38","NIP35_2001_5",2001,0.233313437441421,0.473478412677659,0.259975301082803,0.278741415036948,0.363360404270121,0.365858323718244,0.392008292517928,0.407584472503818,0.466938364180496,0.475057574683155,0.618221913883743,411.4118718,"Big Trout Lake",565.698835591343,1012880.467,88.6259541984733,0,0,0,-0.142763647002704,0.142763647002704,0.032585755482684,0.032585755482684,0.0342152812238432,0.0118476952442746,0.0846189892331725,0.059353891676678,0.00249791944812372,-0.0814701201597312
"39","NIP24_2001_7",2001,0.316976750055484,0.426444639172551,0.301816732306215,0.333075214052546,0.385893519391379,0.394775782662242,0.415190709484657,0.425557493561582,0.48594289824913,0.440715305510392,0.498440943202888,376.6708113,"Big Trout Lake",515.609487226823,838665.6843,28.6527514231499,1,1,8,-0.092262609502089,0.0922626095020891,0.0224080076974525,0.0224080076974525,0.0269112703750732,0.00804355232482486,0.0528183053388331,0.0603854046875486,-0.0151600177492684,-0.0452275927387388
"40","KLK2_2001_10",2001,0.46985579817795,0.384359364237446,0.549343425822368,0.596672801691777,0.5443840845089,0.597846699182246,0.61674269570426,0.583975702191553,0.631296267085294,0.541236699594902,0.566234710251669,235.08822,"Lake Temagami",278.106868420441,457214.6841,0.384615384615385,1,4,12,9.8416113957342e-05,-9.84161139573635e-05,0.0503138343008392,0.0503138343008392,0.0284202436806952,0.0232480597649405,0.0794876276444172,0.232383331466814,-0.0522887171828774,-0.0900595674903911
"41","PEM3_2001_11",2001,0.383465907822718,0.569836062651486,0.429658473071835,0.387500405711494,0.40061774045689,0.50200491962918,0.451054563290933,0.517104627241569,0.490914792697284,0.49308649918109,0.4521797362044,178.3743923,"Georgian Bay",233.774261394509,4720975.038,0.285986653956149,0,0,0,-0.0837498196740491,0.0837498196740491,0.0293099700181893,0.0293099700181893,0.018616408465589,-0.0155982274489192,0.10138717917229,0.066050063950636,-0.0421580673603418,-0.118781499360553
"42","SLK3_2001_39",2001,0.174313808816168,0.363140029546866,0.0583837536175739,0.117695389954818,0.277996029331515,0.292576336608605,0.279128372757927,0.322128321051921,0.363473147166114,0.353447197390969,0.596833223854043,423.5278007,"Big Trout Lake",601.855595770988,2889267.917,32.6216908625107,0,0,0,-0.152070349917024,0.152070349917024,0.0480185751797583,0.0480185751797583,0.0469361882545131,0.00788523868797005,0.160300639376697,0.0429999482939947,-0.115930055198594,-0.0840116567889391
"43","NIP26_2001_47",2001,0.343855955539494,0.456465153723256,0.338669450317236,0.321396984757685,0.376217431057667,0.42751301323072,0.463596941919743,0.429126913130778,0.480537170672815,0.454866811381421,0.582978642617664,317.9150356,"Big Trout Lake",459.078618552937,1121539.36,80.0862688713156,0,0,0,-0.0953880311850421,0.0953880311850421,0.0204870014848727,0.0204870014848727,0.0198441273965109,0.00336610130551378,0.0548204462999816,0.0514102575420367,-0.0172724655595511,-0.0344700287889649
"44","COC15_2001_48",2001,0.42951925710127,0.505750604399614,0.453829376752086,0.466046992447306,0.522522454265696,0.471789528126515,0.475834574260602,0.535464508924255,0.495546685310075,0.512957351015342,0.581420182154564,298.8725682,"Lake Abitibi",448.040172267269,2176875.887,79.3413173652695,0,0,0,-0.0363692230434029,0.0363692230434029,0.0181680938559903,0.0181680938559903,0.0152407416841189,0.0058288710893341,0.0564754618183899,0.0596299346636524,-0.0507329261391808,-0.0399178236141798
"45","NIP77_2001_49",2001,0.127961967764304,0.405707642219396,0.108607394443327,0.199747230278137,0.294684444582515,0.292809588491312,0.31372369373353,0.353180901917627,0.463787814276339,0.418934168940033,0.509720800590287,323.4824412,"Lake Nipigon",500.675007546836,538035.0566,99.405646359584,1,3,8,-0.186304719105466,0.186304719105466,0.0472779614120768,0.0472779614120768,0.0510526690229956,0.0261183454317586,0.0949372143043782,0.110606912358711,-0.0193545733209774,-0.0919839484858657
"46","PET1_2001_50",2001,0.633442692960167,0.662687214992493,0.649368656817026,0.654467073009505,0.67460637579491,0.659595200803353,0.673559098533272,0.677844002279404,0.67308542208602,0.687846840185515,0.674946855221142,141.8769712,"Georgian Bay",154.647817071395,9602.294922,28.5714285714286,0,0,0,-0.0207085157383485,0.0207085157383485,0.00784295006814965,0.00784295006814965,0.00852515849273282,0.0048819997519017,0.0201393027854044,0.0147614180994956,-0.0150111749915564,-0.00475858019338415
"47","SLK44_2001_67",2001,0.253721980487526,0.442381447184641,0.326334401662204,0.352514544645992,0.448666443586523,0.411766566728491,0.429857918628306,0.454663866504841,0.439740122284101,0.409778800874004,0.590142435367413,387.539221,"Big Trout Lake",601.335046882388,1191416.808,40.6779661016949,0,0,0,-0.0766836436730312,0.0766836436730312,0.0347432843895152,0.0347432843895152,0.0444537143197372,-0.00742185041454643,0.0961518989405311,0.0248059478765351,-0.036899876858032,-0.0299613214100963
"48","SLK47_2001_69",2001,0.376877140381411,0.473247202920563,0.400496316303195,0.395543572347105,0.468097689507679,0.438373895389192,0.434143256447979,0.465545984996573,0.490632007654701,0.49139450325124,0.531569840553199,251.2737397,"Big Trout Lake",521.821861255979,1018038.315,76.905487804878,0,0,0,-0.0551148682684951,0.0551148682684951,0.0194918963064191,0.0194918963064191,0.0183946751364945,0.00935959701935647,0.0725541171605743,0.0314027285485942,-0.0297237941184869,-0.0391039464725845
"49","RED1_2002_15",2002,0.389726178003585,0.495180366318744,0.39553378364732,0.478090748766398,0.427884317534459,0.418752904128377,0.388212816780934,0.38358341564948,0.431151910253468,0.440053718052024,0.591669416384634,175.0321468,"Big Trout Lake",476.350757355326,40761572.88,40.2546429255217,0,0,0,-0.00563885899490194,0.00563885899490195,0.0256486075809191,0.0256486075809191,0.00749819417910855,0.00213620333355075,0.082556965119078,0.0475684946039881,-0.0502064312319388,-0.10696754953781
"50","SLK1_2002_16",2002,0.315265858942788,0.450250438808469,0.302926091164384,0.405852081179265,0.401094783458253,0.394462606959518,0.412037828370386,0.474736014194796,0.411969302815198,0.424741574740112,0.549497954632047,350.3534097,"Big Trout Lake",525.152444552059,38764923.14,52.5423728813559,0,0,0,-0.0708267474449504,0.0708267474449504,0.0256268545910983,0.0256268545910983,0.0242044142546688,-0.00320573939734155,0.102925990014881,0.0626981858244108,-0.012339767778404,-0.0627667113795984
"51","SLK8_2002_18",2002,0.398901430552285,0.508784698541379,0.371876449603028,0.480816345271777,0.437378682007705,0.445049562833233,0.471662963210876,0.486815143534448,0.461511313976624,0.455639306728143,0.50775238173605,153.1119356,"Big Trout Lake",456.852425612381,10765862.45,30.5247351297239,0,0,0,-0.0500781911446883,0.0500781911446883,0.0212000529966643,0.0212000529966643,0.0121813917776885,-0.0121355627283874,0.108939895668749,0.0151521803235719,-0.0434376632640719,-0.037121735330503
"52","SLK2_2002_51",2002,0.265900287142304,0.429077556658059,0.2261859391349,0.335090068377107,0.30767306130392,0.304413175765525,0.355458576790605,0.418359146605453,0.344607011558489,0.363834704591476,0.471328683511551,307.8214351,"Big Trout Lake",450.970899594167,537126.4857,38.2352941176471,0,0,0,-0.0944148928960653,0.0944148928960653,0.0256454186313261,0.0256454186313261,0.0117762401048385,-0.0108682478163519,0.108904129242207,0.0629005698148483,-0.0397143480074044,-0.0737521350469643
"53","SLK3_2002_52",2002,0.306645968428293,0.412875821940703,0.297401755781484,0.378454173711547,0.355824875482089,0.359284421942748,0.376512603544405,0.399528962032051,0.380685105790943,0.399659188932673,0.543564434616961,232.4536238,"Big Trout Lake",441.646816618015,925923.3051,52.1496815286624,0,0,0,-0.0543300973789226,0.0543300973789226,0.0172175470944829,0.0172175470944829,0.0147762911982727,-0.00161952240084808,0.0810524179300631,0.0230163584876457,-0.0226292982294586,-0.0363632183962975
"54","COC12_2002_53",2002,0.295756008406011,0.4429716283626,0.303123363957633,0.399177957933405,0.38889157430525,0.457459475829288,0.470179513362155,0.360854768072139,0.470984391845042,0.43649820294178,0.574356891598912,244.1390756,"Big Trout Lake",434.695446054994,296582.3606,1.48514851485149,0,0,0,-0.0674160248304259,0.067416024830426,0.036690031059166,0.036690031059166,0.0416549860148138,-0.000607958556880804,0.0960545939757718,0.110129623772902,-0.010286383628155,-0.109324745290015
"55","COC19_2002_74",2002,0.508944120545392,0.530869160457282,0.465348027434658,0.523177872558445,0.517056357205003,0.451298983912098,0.537500720621162,0.494882446253281,0.491845916961251,0.447390716352535,0.566011628142943,23.71073628,"Lake Abitibi",132.618881405567,757849.8306,48.2502651113468,0,0,0,-0.00733271979798308,0.00733271979798309,0.0217548645837172,0.0217548645837172,-0.00540226493048133,-0.0218485064280711,0.0578298451237871,0.00663156016388045,-0.0657573732929045,-0.044455200608716
"56","NIP83_2002_88",2002,0.389275653985223,0.541996374419967,0.461491598545073,0.455971774860864,0.498648243760022,0.514760001065686,0.547832227290114,0.504762317270622,0.484731168597639,0.499114823354035,0.493887833695522,271.5762125,"Big Trout Lake",498.294935073855,3213946.752,23.6486486486486,0,0,0,-0.0516579277431018,0.0516579277431018,0.0250092928514661,0.0250092928514661,0.0303825999362636,-0.0174280816100161,0.0722159445598507,0.0143836547563954,-0.00551982368420995,-0.0430699100194916
"57","SLK31_2002_89",2002,0.359215518365981,0.503602236934522,0.328100133597241,0.428814590976031,0.410663348194774,0.450756914546458,0.507865546451834,0.443930179009722,0.488881831451276,0.440742486393027,0.524101933029215,116.3424112,"Big Trout Lake",483.647200080469,59707206.87,37.2175717744725,0,0,0,-0.081494354911979,0.081494354911979,0.0268906860588379,0.0268906860588379,0.0288424426750724,-0.0126033975678265,0.10071445737879,0.0449516524415537,-0.0311153847687392,-0.0639353674421123
