system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,nbr10,nbr2,nbr3,nbr4,nbr5,nbr6,nbr7,nbr8,nbr9,old_f_id,preNBR,.geo
00000000000000000108,1049184000000,1059634800000,NIP18,2000,LTG,929170800000,MON,925887600000,IFR,NIP18_1999_357,1999,Origin:GPS,AC Accurate (to 10m),428,46001931,0,0,1114671600000,0.3602536806586793,0.5342565384804259,0.40149436099691166,0.4299128884165398,0.4421547097288897,0.4051707528298309,0.4624874585222112,0.46134617736936023,0.5077750385620183,0.48209283434881417,357,0.5933994736968969,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a,1049184000000,1059634800000,NIP62,900,LTG,931158000000,MON,929257200000,IFR,NIP62_1999_361,1999,Origin:GPS,AC Accurate (to 10m),432,46001939,0,0,1114671600000,0.2777025803931327,0.45952610758836737,0.34331882646429895,0.4094039546803497,0.4005753345095929,0.4586203872254919,0.3965686059459691,0.4529971448891625,0.4787761782649691,0.4951095299465324,361,0.5294450294410542,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b,1049184000000,1059634800000,NIP43,1200,LTG,931158000000,MON,929257200000,IFR,NIP43_1999_421,1999,Origin:GPS,AC Accurate (to 10m),497,46001935,0,0,1114671600000,0.3374329405996273,0.43236565728034065,0.3789640557855109,0.45568782906067284,0.4248297732832257,0.4266643500732861,0.43981746484001916,0.4340800944681527,0.464206374145347,0.5089420521416592,421,0.5491410610276717,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b,1049184000000,1059634800000,NIP99,80,LTG,936860400000,MON,935650800000,IFR,NIP99_1999_508,1999,Origin:GPS,AC Accurate (to 10m),596,46001941,0,0,1114671600000,0.29355791962852573,0.542207192208043,0.4177835961698773,0.43142781296671456,0.4278233169816791,0.35860599176434194,0.4739436930172121,0.45301485869906705,0.5143719059526178,0.45761596372263497,508,0.48173260842113497,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178,1049184000000,1059634800000,SLK73,150,LTG,936946800000,MON,935132400000,IFR,SLK73_1999_556,1999,Origin:GPS,AC Accurate (to 10m),651,46001966,0,0,1114671600000,0.23614331300689698,0.39549146831933335,0.2681549217557649,0.2658616331608324,0.3151111427968742,0.3029306134092333,0.39106974210750495,0.3932113304151559,0.3662807587147807,0.4298788575689457,556,0.47957079727032703,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b4,1049184000000,1059634800000,NIP52,220,LTG,931849200000,MON,929430000000,IFR,NIP52_1999_664,1999,Origin:GPS,AC Accurate (to 10m),765,46001936,0,0,1114671600000,0.46449134643147066,0.5652092778002132,0.49170824350610337,0.5127262219778927,0.4699296155288467,0.44423498118612514,0.5034129470995948,0.522360228551363,0.5653006626369752,0.5671670848512463,664,0.5599979382228754,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c4,1049184000000,1059634800000,NIP61,160,LTG,931158000000,MON,929257200000,IFR,NIP61_1999_689,1999,Origin:GPS,AC Accurate (to 10m),797,46001938,0,0,1114671600000,0.3511845962178513,0.46998239098102335,0.39723885698503464,0.4402354846646951,0.4336942231409266,0.4406840656171031,0.4395494325240406,0.47647514914532835,0.49472168369795794,0.5059528430980244,689,0.5457733549503361,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e3,1049184000000,1059634800000,COC17,50,LTG,933058800000,MON,932367600000,IFR,COC17_1999_738,1999,Origin:NTS250,AP Approximate (to 500m),849,46001913,0,0,1114671600000,0.19784834847747235,0.36760539784328355,0.26217839885705324,0.28749508751602426,0.2938439482518354,0.32314788472066247,0.41413472885912467,0.371372742915924,0.33330439524918826,0.38685603771567706,738,0.5676462864765982,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022b,1049184000000,1059634800000,NIP40,340,LTG,931158000000,MON,926924400000,IFR,NIP40_1999_860,1999,Origin:GPS,AC Accurate (to 10m),987,46001934,0,0,1114671600000,0.32625520564050925,0.48811936570780384,0.391340253768382,0.42588221088142936,0.36200212688657935,0.40236093759788694,0.4097387869219885,0.45069311119424676,0.4491721190635821,0.4794502526673921,860,0.48497047640013935,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000240,1049184000000,1059634800000,NIP104,100,LTG,936860400000,MON,935823600000,IFR,NIP104_1999_908,1999,Origin:GPS,AC Accurate (to 10m),1039,46001928,0,0,1114671600000,0.19303865868297465,0.39460908634020986,0.27654620391163026,0.36126664112088136,0.3088312197171586,0.33744983820474905,0.37205972935457887,0.3891604910023609,0.47474063729888805,0.46769722614570025,908,0.3938120166261863,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000258,1049184000000,1059634800000,COC22,75,LTG,937551600000,MON,935910000000,OFR,COC22_1999_954,1999,Origin:NTS250,AP Approximate (to 500m),1089,46001976,0,0,1114671600000,0.5477072929470895,0.4421428419784075,0.5060834851411857,0.5233030556109695,0.5255045266317333,0.5092031648849613,0.5478565039181839,0.5281389152059508,0.5427435365274352,0.5659122454776968,954,0.5529813711393781,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000271,1049184000000,1059634800000,SLK82,700,LTG,936946800000,MON,936082800000,IFR,SLK82_1999_992,1999,Origin:GPS,AC Accurate (to 10m),1129,46001969,0,0,1114671600000,0.3618426315769383,0.38111389500732984,0.37338340635143813,0.4023157069489199,0.40678617212706747,0.40680471086913395,0.4525324821627903,0.44218161163612485,0.48264733953334354,0.5054914901355858,992,0.5376126638065677,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d9,1049184000000,1059634800000,SLK74,150,LTG,936946800000,MON,935132400000,IFR,SLK74_1999_1167,1999,Origin:GPS,AC Accurate (to 10m),1324,46001967,0,0,1114671600000,0.5119892799029798,0.5230206667664415,0.5025619530498552,0.4941426899587527,0.47602860805094827,0.48197661342555226,0.5395708874309936,0.5243210567670512,0.5631834019481485,0.5680452337183914,1167,0.6058832553257353,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034f,1049184000000,1059634800000,SLK54,10800,LTG,931762800000,MON,929689200000,IFR,SLK54_1999_1365,1999,Origin:GPS,AC Accurate (to 10m),1538,46001965,0,0,1114671600000,0.21826156991969828,0.4332217497535514,0.2737820857918351,0.29664390281518777,0.34870292508830186,0.29040911552493004,0.43596804474703793,0.3875080924248289,0.3798170399325572,0.45118387721661346,1365,0.511245605564129,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003be,1049184000000,1089356400000,SLK80,1000,LTG,936946800000,MON,936082800000,IFR,SLK80_1999_1544,1999,Origin:GPS,AC Accurate (to 10m),1743,46001968,0,0,1114671600000,0.4544359106308071,0.4212038446716318,0.4329470256255274,0.44229316329697327,0.45415970600075656,0.42187966431253743,0.48784465068194344,0.4497075167033088,0.5030728117848984,0.5064318346865431,1544,0.550159830495588,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117,1049184000000,1059634800000,RED62,9190,LTG,939366000000,PRO,935564400000,IFR,RED62_1999_382,1999,Origin:GPS,AC Accurate (to 10m),453,46001950,0,0,1114671600000,0.22511618332234296,0.2968378594137435,0.24015497341708789,0.32911757633051153,0.30438211224013423,0.31962414166300995,0.3924435617049898,0.3849229720111384,0.3867398566815916,0.3643770545998919,382,0.3533943736358131,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,1049184000000,1059634800000,RED19,450,IDF,928825200000,SUP,927874800000,IFR,RED19_1999_219,1999,Origin:GPS,AC Accurate (to 10m),273,46001947,0,0,1114671600000,0.3241127047272409,0.5783524367056188,0.4022201950800724,0.43089543476987985,0.37931429273239436,0.34520405958010725,0.5236484624117856,0.4973321694523047,0.5228609160768913,0.5229197590122294,219,0.46321043797244965,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,1049184000000,1059634800000,SAU4,115,RES,925455600000,SUP,924850800000,IFR,SAU4_1999_329,1999,Origin:GPS,AC Accurate (to 10m),398,46001951,0,0,1114671600000,0.6478001851254758,0.6078187375946887,0.6729127704010299,0.6619382813782075,0.6296922906164696,0.6765206693389257,0.6792768692119219,0.6271269090919718,0.6241871313476715,0.6255234525713047,329,0.6564078354881012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,1049184000000,1059634800000,NIP30,4000,REC,931849200000,SUP,927874800000,IFR,NIP30_1999_353,1999,Origin:GPS,AC Accurate (to 10m),424,46001932,0,0,1114671600000,0.4168206833581379,0.5228157855874878,0.4588219183505836,0.4779353886774075,0.472021627792653,0.45547996822114034,0.4613776026189463,0.49157051629949206,0.526872021069214,0.5110767667979211,353,0.5830875244007939,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156,1049184000000,1059634800000,NIP12,30070,RES,932022000000,SUP,925628400000,IFR,NIP12_1999_502,1999,Origin:GPS,AC Accurate (to 10m),587,46001930,0,0,1114671600000,0.4827367800598311,0.585671023235784,0.5115392996432979,0.48481456425893704,0.45954387691755505,0.4826629776089627,0.5343789252770857,0.5723761731791371,0.5275364535189802,0.5069662958153469,502,0.5830948032903713,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161,1049184000000,1059634800000,THU13,900,LTG,930294000000,SUP,927961200000,IFR,THU13_1999_514,1999,Origin:GPS,AC Accurate (to 10m),604,46001971,0,0,1114671600000,0.4167893323500707,0.4131440782306541,0.43061544657091855,0.43376537590115316,0.45958257859628304,0.491976336221827,0.4551351355262144,0.23186442063906085,0.3417099299576269,0.378576032412732,514,0.5772998329622548,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017f,1049184000000,1059634800000,PAR13,75,MIS,926233200000,SUP,925628400000,IFR,PAR13_1999_571,1999,Origin:GPS,AC Accurate (to 10m),668,46001944,0,0,1114671600000,0.6661425026923139,0.6590426411426379,0.6593055567718722,0.560802128581867,0.613853108071508,0.6225279330883428,0.6388773774232728,0.6630151602558427,0.6388798704356189,0.6501392954326616,571,0.6762466707552643,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000180,1049184000000,1059634800000,SLK20,993,RES,929084400000,SUP,925714800000,IFR,SLK20_1999_573,1999,Origin:GPS,AC Accurate (to 10m),670,46001955,0,0,1114671600000,0.34382555865528547,0.4938719549029359,0.3389279056545715,0.39039354263878623,0.41986137834828546,0.4138187111478972,0.47844310722936895,0.47337248012085753,0.48138702761182073,0.5046769302448364,573,0.5913375994391213,"{""type"":""MultiPoint"",""coordinates"":[]}"
