system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,nbr10,nbr2,nbr3,nbr4,nbr5,nbr6,nbr7,nbr8,nbr9,old_f_id,preNBR,.geo
0000000000000000006f,1049184000000,1059634800000,NIP240,175,LTG,902732400000,MON,900572400000,IFR,NIP240_1998_123,1998,Origin:NR,AP Approximate (to 500m),158,46001848,0,0,1114671600000,0.461179368727964,0.5362637898473493,0.4615838209349885,0.48741800301807114,0.530625831754841,0.49633843993341287,0.5025270324213911,0.4832245357849245,0.49898889611320324,0.49537820149366174,123,0.5616667921823396,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,1049184000000,1059634800000,SLK106,80,LTG,900054000000,MON,899794800000,IFR,SLK106_1998_207,1998,Origin:NR,AP Approximate (to 500m),260,46001870,0,0,1114671600000,0.10705318521671484,0.43966580022597673,0.1618156856505347,0.19792945841693127,0.2647016883149065,0.2596184534875501,0.2564108418075282,0.3638135694797392,0.32581511544080305,0.3588532375113426,207,0.4702747253184634,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,1049184000000,1059634800000,SLK63,125,LTG,899794800000,MON,899535600000,IFR,SLK63_1998_337,1998,Origin:NR,AP Approximate (to 500m),407,46001887,0,0,1114671600000,0.043875586733675254,0.32928383343176904,0.08055139226343015,0.18080940671441362,0.142781102301238,0.2801092225121405,0.20163986394955202,0.3328984002559763,0.316022748564756,0.2935362633268267,337,0.5016107387330379,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b,1049184000000,1059634800000,SLK122,150,LTG,900572400000,MON,899881200000,IFR,SLK122_1998_362,1998,Origin:NR,AP Approximate (to 500m),433,46001876,0,0,1114671600000,0.38359263837922886,0.5346209067163931,0.4320484281395909,0.4053439748391857,0.4133695510567886,0.4148077120174081,0.40067108981340105,0.4579308014145821,0.46172267928149574,0.4785687527234103,362,0.5297613346221696,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116,1049184000000,1059634800000,RED71,140,LTG,904460400000,MON,902732400000,IFR,RED71_1998_380,1998,Origin:NR,AP Approximate (to 500m),451,46001864,0,0,1114671600000,0.4462099632803539,0.4504124989770842,0.4541518888498356,0.48025662281542847,0.49516572673806986,0.4711953165620271,0.4412757238336676,0.5083515877727205,0.490960627803953,0.4892119824664478,380,0.48926504597063547,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c3,1049184000000,1059634800000,SLK144,50,LTG,903942000000,MON,900140400000,IFR,SLK144_1998_687,1998,Origin:NR,AP Approximate (to 500m),795,46001883,0,0,1114671600000,0.5748464673437352,0.6174246469598041,0.5856533743822304,0.5534654541688013,0.5431282194849387,0.5586381765296118,0.5334518026147743,0.5691157490986467,0.5412289546221186,0.5674210444183332,687,0.554466337211031,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d2,1049184000000,1059634800000,NIP34,2426,LTG,907570800000,MON,895561200000,IFR,NIP34_1998_714,1998,Origin:NR,AP Approximate (to 500m),824,46001851,0,0,1114671600000,0.5245586112013272,0.49095672764135917,0.5002452797309112,0.5047567396750018,0.44934239452568675,0.48227929164633776,0.449612068578147,0.5330382533161105,0.5364275673196909,0.5468816043650546,714,0.4940498829629496,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dc,1049184000000,1059634800000,RED39,80,LTG,904460400000,MON,899967600000,IFR,RED39_1998_730,1998,Origin:NR,AP Approximate (to 500m),841,46001862,0,0,1114671600000,0.3525000513828154,0.4069163459395615,0.2818464139060791,0.3667516013932828,0.3613088760425769,0.3815468188442321,0.3524042700951836,0.4384196424101994,0.433689906628831,0.4196038275869018,730,0.6163467450079811,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021a,1049184000000,1059634800000,RED58,375,LTG,904460400000,MON,900658800000,IFR,RED58_1998_830,1998,Origin:NR,AP Approximate (to 500m),956,46001863,0,0,1114671600000,0.408185919271635,0.42532538300034933,0.41653844200769236,0.3886787575938576,0.44943981629114005,0.4314511891596269,0.33936609515861155,0.4916369196950589,0.4848597453989562,0.48900197127766837,830,0.598376423475802,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000222,1049184000000,1059634800000,SLK105,1500,LTG,900140400000,MON,899794800000,IFR,SLK105_1998_840,1998,Origin:NR,AP Approximate (to 500m),967,46001869,0,0,1114671600000,0.4233850464983847,0.5381030328963304,0.44445624977192877,0.463956599823016,0.4587954006891604,0.4856867622975915,0.4310841870940824,0.531797129262995,0.5101002124985266,0.5091300956466102,840,0.5325980098975405,"{""type"":""MultiPoint"",""coordinates"":[]}"
