system:index,BUSINESS_E,EFFECTIVE_,FIRE_DISTU,FIRE_FINAL,FIRE_GENER,FIRE_OUT_D,FIRE_RESPO,FIRE_START,FIRE_TYPE_,Fire_ID,Fire_Year,GENERAL_CO,LOCATION_A,OBJECTID,OGF_ID,SHAPEAREA,SHAPELEN,SYSTEM_DAT,nbr1,nbr10,nbr2,nbr3,nbr4,nbr5,nbr6,nbr7,nbr8,nbr9,old_f_id,preNBR,.geo
00000000000000000071,1049184000000,1059634800000,COC14,214,LTG,711097200000,MON,708246000000,IFR,COC14_1992_125,1992,Origin:NR,AP Approximate (to 500m),160,46001474,0,0,1114671600000,0.3339535512533275,0.43776029182474196,0.345517790531592,0.4097908641386696,0.36408381091181824,0.40161915447407287,0.43949104771490455,0.4261649483054119,0.41790599517522825,0.46068692901091857,125,0.5116447125375116,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,1049184000000,1059634800000,GER14,14000,LTG,711874800000,MON,708246000000,IFR,GER14_1992_194,1992,Origin:NR,AP Approximate (to 500m),244,46001478,0,0,1114671600000,0.3042437106484804,0.5327681664209344,0.36549165423368524,0.3713903415494355,0.3818842600682876,0.41622166651388554,0.5123622131593001,0.4708283028954813,0.45356937256473584,0.4756910274655149,194,0.483121522161459,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000120,1049184000000,1059634800000,SIO23,10900,LTG,711010800000,MON,708246000000,IFR,SIO23_1992_401,1992,Origin:NR,AP Approximate (to 500m),475,46001490,0,0,1114671600000,0.3899846734836014,0.4468624243717701,0.40197581724590814,0.445899649631139,0.40688588889703653,0.46808474384473886,0.5255104657480284,0.4517683803355462,0.47900594864150814,0.4531416492692994,401,0.5428056006271488,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000184,1049184000000,1059634800000,GER25,210,LTG,711874800000,MON,708246000000,IFR,GER25_1992_587,1992,Origin:NR,AP Approximate (to 500m),685,46001483,0,0,1114671600000,0.5863666925250008,0.5503407636032023,0.45943002433430014,0.5747731146591891,0.5077944860055759,0.5751795265906406,0.5885100480034667,0.5977632271104789,0.5910307822915798,0.5629104442411476,587,0.565595292038441,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d6,1049184000000,1059634800000,GER21,980,LTG,711874800000,MON,708246000000,IFR,GER21_1992_720,1992,Origin:NR,AP Approximate (to 500m),830,46001482,0,0,1114671600000,0.44336787945576256,0.5387630387542842,0.46839844103286704,0.49315914922453624,0.4887395023289213,0.49608902036409236,0.5132183287440057,0.5388653634670726,0.5238085948797333,0.5330753308349726,720,0.5408037673289908,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000230,1049184000000,1059634800000,GER36,250,LTG,711874800000,MON,708246000000,IFR,GER36_1992_868,1992,Origin:NR,AP Approximate (to 500m),995,46001484,0,0,1114671600000,0.4389861844403019,0.4838091759009218,0.41709210733799995,0.4998615207760971,0.4679672033157731,0.4704341785572583,0.5188332860494679,0.5277280749203068,0.5255515801012351,0.5078891876850381,868,0.6147072594285762,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000235,1049184000000,1059634800000,SIO20,380,LTG,711010800000,MON,708246000000,IFR,SIO20_1992_878,1992,Origin:NR,AP Approximate (to 500m),1007,46001489,0,0,1114671600000,0.46980809937026496,0.5341495692805641,0.43546738490884757,0.43715202643841716,0.4283418301021546,0.5047377104877898,0.5439362247759911,0.5378241147922449,0.5487588901358464,0.5466671150203598,878,0.5827973950930244,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026e,1049184000000,1059634800000,GER39,1230,LTG,711874800000,MON,708246000000,IFR,GER39_1992_989,1992,Origin:NR,AP Approximate (to 500m),1126,46001485,0,0,1114671600000,0.41781355348120375,0.47201434228395917,0.38621185741633757,0.3752262379059181,0.3827561016643656,0.4160227366731198,0.48727029701057295,0.49384098662898235,0.47174117484831507,0.4918881026772429,989,0.5649833877515343,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000290,1049184000000,1059634800000,SIO30,5335,LTG,711010800000,MON,708332400000,IFR,SIO30_1992_1041,1992,Origin:NR,AP Approximate (to 500m),1184,46001494,0,0,1114671600000,0.41975212437716597,0.5210068863001736,0.39534467793769706,0.4184858928628559,0.37195076480684186,0.4690985454132813,0.5098492728664731,0.5157025681424888,0.5084128595259976,0.5153649187602919,1041,0.5467737679927357,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ae,1049184000000,1059634800000,GER18,4950,LTG,711874800000,MON,708246000000,IFR,GER18_1992_1094,1992,Origin:NR,AP Approximate (to 500m),1243,46001481,0,0,1114671600000,0.3200313927788711,0.518029972808391,0.36219261053327817,0.3773211073427085,0.4027259659690759,0.4354747759225015,0.5301886978188951,0.49726795194417783,0.4779264708158868,0.5080685971828286,1094,0.5652747334337884,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000301,1049184000000,1059634800000,COC16,14450,LTG,711097200000,MON,708246000000,IFR,COC16_1992_1239,1992,Origin:NR,AP Approximate (to 500m),1403,46001475,0,0,1114671600000,0.32285918653378964,0.4335713073952504,0.3831485221232342,0.361741017845971,0.3582995197770847,0.39754003892716316,0.4402245452348802,0.4339258527290482,0.4517017482978447,0.46946291465756895,1239,0.48758274471637475,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000320,1049184000000,1059634800000,GER13,18000,LTG,713170800000,MON,708246000000,IFR,GER13_1992_1293,1992,Origin:NR,AP Approximate (to 500m),1460,46001477,0,0,1114671600000,0.38093309324346325,0.5127868256892859,0.39733974729506827,0.44934013016845736,0.4540180641663371,0.4734845384187158,0.5626747885146508,0.505998809330117,0.49115465727805485,0.4947411748037714,1293,0.5352864035268005,"{""type"":""MultiPoint"",""coordinates"":[]}"
