"","term","estimate","std.error","df","statistic","p.value"
"1","(Intercept)",-6.31023413390268,1.04229897776491,69,-6.05414978669002,0
"2","tsd",0.0143886957348959,0.0522330258608227,67,0.275471227212362,0.784
"3","cumltve_yrs",-0.197316139459135,0.184899800146576,67,-1.06715171840487,0.29
"4","tsd:cumltve_yrs",0.0199815217010358,0.0308749497291293,67,0.647175845672195,0.52
